,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date,CRSDepHour,CRSArrHour
2262,HOU,DFW,247.0,3,20,9,Autumn,2023-07-17 16:20:00,980,Afternoon,75.0,1735,MQ,4,7,11,13,1,2,16.0,6.0,Slightly delayed,2006-09-20,16,17
2263,CVG,FSD,701.0,2,26,9,Autumn,2023-07-17 13:40:00,820,Afternoon,126.0,1446,OH,4,3,7,13,1,1,-1.0,-12.0,On-time,2006-09-26,13,14
2264,MCO,DEN,1545.0,2,16,5,Spring,2023-07-17 16:54:00,1014,Afternoon,223.0,1837,UA,4,6,10,10,1,1,-10.0,-8.0,On-time,2006-05-16,16,18
2265,PHX,BFL,425.0,4,3,8,Summer,2023-07-17 10:20:00,620,Morning,99.0,1159,YV,3,2,5,9,1,1,10.0,11.0,Slightly delayed,2006-08-03,10,11
2266,RIC,ORD,642.0,7,29,10,Autumn,2023-07-17 14:50:00,890,Afternoon,140.0,1610,MQ,3,11,14,20,1,4,-7.0,-14.0,On-time,2006-10-29,14,16
2267,BNA,MSP,695.0,2,24,1,Winter,2023-07-17 08:00:00,480,Morning,136.0,1016,NW,4,4,8,14,1,1,-7.0,11.0,Slightly delayed,2006-01-24,8,10
2268,PIT,ORD,412.0,2,30,5,Spring,2023-07-17 16:40:00,1000,Afternoon,94.0,1714,MQ,4,11,15,11,1,4,123.0,116.0,Excessively delayed,2006-05-30,16,17
2269,RSW,DCA,892.0,1,2,1,Winter,2023-07-17 17:45:00,1065,Afternoon,137.0,2002,US,1,3,4,12,1,1,-3.0,-12.0,On-time,2006-01-02,17,20
2270,DAL,ELP,562.0,1,27,3,Spring,2023-07-17 19:50:00,1190,Evening,105.0,2035,WN,3,3,6,12,1,1,0.0,-10.0,On-time,2006-03-27,19,20
2271,DEN,EUG,997.0,1,13,2,Winter,2023-07-17 20:15:00,1215,Evening,160.0,2155,OO,6,3,9,14,1,1,-5.0,1.0,Slightly delayed,2006-02-13,20,21
2272,ATL,MEM,332.0,5,28,7,Summer,2023-07-17 23:10:00,1390,Evening,76.0,2326,FL,5,4,9,13,4,1,86.0,82.0,Excessively delayed,2006-07-28,23,23
2273,OKC,IAH,395.0,3,6,12,Winter,2023-07-17 15:17:00,917,Afternoon,86.0,1643,XE,4,5,9,14,1,2,-3.0,10.0,Slightly delayed,2006-12-06,15,16
2274,SAT,PHX,843.0,1,26,6,Summer,2023-07-17 16:50:00,1010,Afternoon,135.0,1705,WN,3,3,6,15,1,4,10.0,-1.0,On-time,2006-06-26,16,17
2275,PNS,ATL,272.0,7,22,1,Winter,2023-07-17 18:15:00,1095,Evening,73.0,2028,DL,2,5,7,8,1,3,137.0,139.0,Excessively delayed,2006-01-22,18,20
2276,LAX,PHX,370.0,3,5,4,Spring,2023-07-17 07:40:00,460,Morning,83.0,0903,OO,4,3,7,13,1,3,2.0,7.0,Slightly delayed,2006-04-05,7,9
2277,PHX,ONT,325.0,4,16,11,Autumn,2023-07-17 22:41:00,1361,Evening,69.0,2250,US,3,2,5,14,3,1,-3.0,-6.0,On-time,2006-11-16,22,22
2278,DAL,AMA,324.0,2,12,9,Autumn,2023-07-17 13:05:00,785,Afternoon,65.0,1410,WN,3,2,5,14,1,1,-1.0,-3.0,On-time,2006-09-12,13,14
2279,ATL,EWR,745.0,1,5,6,Summer,2023-07-17 07:05:00,425,Morning,135.0,0920,FL,5,3,8,9,2,2,-2.0,-20.0,On-time,2006-06-05,7,9
2280,CMH,BNA,338.0,4,2,11,Autumn,2023-07-17 19:25:00,1165,Evening,75.0,1940,WN,2,4,6,15,1,2,-6.0,-11.0,On-time,2006-11-02,19,19
2281,MIA,ATL,595.0,5,8,12,Winter,2023-07-17 18:05:00,1085,Evening,125.0,2010,AA,4,5,9,16,1,2,-7.0,-19.0,On-time,2006-12-08,18,20
2282,CVG,XNA,561.0,3,19,4,Spring,2023-07-17 18:45:00,1125,Evening,109.0,1934,OH,4,2,6,11,2,1,-3.0,-9.0,On-time,2006-04-19,18,19
2283,IND,ORD,177.0,7,18,6,Summer,2023-07-17 17:25:00,1045,Afternoon,65.0,1730,AA,3,11,14,10,1,1,-4.0,-7.0,On-time,2006-06-18,17,17
2284,ORD,SYR,607.0,7,20,8,Summer,2023-07-17 15:55:00,955,Afternoon,110.0,1845,MQ,11,3,14,15,3,1,8.0,7.0,Slightly delayed,2006-08-20,15,18
2285,SMF,LAX,373.0,1,14,8,Summer,2023-07-17 06:20:00,380,Morning,80.0,0740,WN,2,4,6,18,1,1,3.0,-5.0,On-time,2006-08-14,6,7
2286,BOS,CVG,752.0,3,11,10,Autumn,2023-07-17 07:45:00,465,Morning,150.0,1015,OH,6,4,10,10,1,1,0.0,-6.0,On-time,2006-10-11,7,10
2287,PVD,CVG,722.0,4,12,1,Winter,2023-07-17 17:30:00,1050,Afternoon,143.0,1953,DL,2,4,6,11,1,1,-5.0,-15.0,On-time,2006-01-12,17,19
2288,DEN,OAK,957.0,1,6,2,Winter,2023-07-17 08:45:00,525,Morning,155.0,1020,UA,6,4,10,16,1,1,-1.0,1.0,Slightly delayed,2006-02-06,8,10
2289,CLT,MIA,650.0,7,2,4,Spring,2023-07-17 21:35:00,1295,Evening,117.0,2332,US,4,4,8,14,1,1,6.0,-10.0,On-time,2006-04-02,21,23
2290,MSP,CID,221.0,5,1,12,Winter,2023-07-17 19:15:00,1155,Evening,58.0,2013,NW,4,2,6,9,2,1,44.0,45.0,Moderately delayed,2006-12-01,19,20
2291,OGG,HNL,100.0,3,29,11,Autumn,2023-07-17 09:00:00,540,Morning,34.0,0934,AQ,2,6,8,10,1,1,-2.0,-4.0,On-time,2006-11-29,9,9
2292,PBI,BWI,883.0,5,1,9,Autumn,2023-07-17 15:00:00,900,Afternoon,140.0,1720,WN,3,4,7,15,1,1,39.0,59.0,Moderately delayed,2006-09-01,15,17
2293,SAN,SJC,417.0,4,22,6,Summer,2023-07-17 20:25:00,1225,Evening,76.0,2141,MQ,1,3,4,16,1,1,-2.0,-3.0,On-time,2006-06-22,20,21
2294,MSP,PHX,1276.0,3,27,12,Winter,2023-07-17 14:33:00,873,Afternoon,193.0,1646,NW,4,3,7,19,1,4,0.0,17.0,Moderately delayed,2006-12-27,14,16
2295,ORD,BDL,783.0,3,8,2,Winter,2023-07-17 17:45:00,1065,Afternoon,125.0,2050,UA,11,3,14,16,3,1,0.0,5.0,Slightly delayed,2006-02-08,17,20
2296,ATL,IAD,533.0,1,8,5,Spring,2023-07-17 07:02:00,422,Morning,103.0,0845,DL,5,4,9,10,2,1,-2.0,-16.0,On-time,2006-05-08,7,8
2297,DFW,DEN,641.0,5,11,8,Summer,2023-07-17 12:57:00,777,Afternoon,115.0,1352,UA,7,6,13,15,2,1,5.0,-1.0,On-time,2006-08-11,12,13
2298,LAS,MSP,1300.0,2,3,1,Winter,2023-07-17 14:05:00,845,Afternoon,190.0,1915,NW,4,4,8,12,1,1,19.0,14.0,Slightly delayed,2006-01-03,14,19
2299,STL,DTW,440.0,1,30,1,Winter,2023-07-17 08:25:00,505,Morning,94.0,1059,NW,4,6,10,18,2,1,-4.0,-7.0,On-time,2006-01-30,8,10
2300,LAS,PHX,256.0,1,25,12,Winter,2023-07-17 21:20:00,1280,Evening,60.0,2320,WN,4,3,7,18,1,4,14.0,7.0,Slightly delayed,2006-12-25,21,23
2301,BWI,DTW,408.0,6,1,4,Spring,2023-07-17 06:18:00,378,Morning,97.0,0755,NW,4,6,10,14,1,1,-3.0,-9.0,On-time,2006-04-01,6,7
2302,EWR,FLL,1065.0,6,19,8,Summer,2023-07-17 07:20:00,440,Morning,191.0,1031,CO,3,3,6,12,3,1,-2.0,-8.0,On-time,2006-08-19,7,10
2303,LGA,FLL,1076.0,3,29,11,Autumn,2023-07-17 13:25:00,805,Afternoon,179.0,1624,B6,3,3,6,10,1,1,29.0,33.0,Moderately delayed,2006-11-29,13,16
2304,SEA,EWR,2401.0,1,19,6,Summer,2023-07-17 15:50:00,950,Afternoon,305.0,2355,CO,4,3,7,18,3,2,71.0,83.0,Excessively delayed,2006-06-19,15,23
2305,PHX,PVD,2277.0,7,8,10,Autumn,2023-07-17 14:45:00,885,Afternoon,285.0,2230,WN,3,2,5,9,2,1,-1.0,1.0,Slightly delayed,2006-10-08,14,22
2306,SNA,DEN,846.0,5,3,2,Winter,2023-07-17 10:25:00,625,Morning,125.0,1330,F9,2,6,8,13,1,2,9.0,18.0,Moderately delayed,2006-02-03,10,13
2307,DEN,DTW,1123.0,4,6,7,Summer,2023-07-17 18:25:00,1105,Evening,165.0,2310,UA,6,6,12,13,3,1,23.0,28.0,Moderately delayed,2006-07-06,18,23
2308,SNA,SMF,404.0,6,9,12,Winter,2023-07-17 12:15:00,735,Afternoon,85.0,1340,WN,2,2,4,13,1,1,-1.0,-7.0,On-time,2006-12-09,12,13
2309,RNO,SJC,188.0,5,21,7,Summer,2023-07-17 08:50:00,530,Morning,55.0,0945,WN,3,3,6,14,1,1,2.0,-1.0,On-time,2006-07-21,8,9
2310,SAN,PHX,304.0,6,26,8,Summer,2023-07-17 09:35:00,575,Morning,76.0,1051,US,1,3,4,11,1,1,11.0,3.0,Slightly delayed,2006-08-26,9,10
2311,MCI,LAX,1363.0,1,25,12,Winter,2023-07-17 07:15:00,435,Morning,225.0,0900,WN,3,4,7,18,3,2,-1.0,-38.0,On-time,2006-12-25,7,9
2312,SLC,BOS,2105.0,7,12,3,Spring,2023-07-17 09:58:00,598,Morning,283.0,1641,DL,4,6,10,9,1,2,34.0,58.0,Moderately delayed,2006-03-12,9,16
2313,RSW,PHL,992.0,5,26,5,Spring,2023-07-17 07:40:00,460,Morning,161.0,1021,US,1,4,5,10,1,2,1.0,-3.0,On-time,2006-05-26,7,10
2314,SEA,PDX,129.0,5,15,12,Winter,2023-07-17 07:05:00,425,Morning,45.0,0750,OO,4,3,7,9,2,1,-1.0,9.0,Slightly delayed,2006-12-15,7,7
2315,ORD,ORF,717.0,5,6,10,Autumn,2023-07-17 19:07:00,1147,Evening,127.0,2214,YV,11,2,13,17,5,1,-5.0,-3.0,On-time,2006-10-06,19,22
2316,SAT,LAS,1069.0,3,11,10,Autumn,2023-07-17 11:45:00,705,Morning,170.0,1235,WN,3,4,7,10,1,1,22.0,27.0,Moderately delayed,2006-10-11,11,12
2317,GPT,ATL,352.0,4,13,4,Spring,2023-07-17 13:43:00,823,Afternoon,74.0,1557,DL,3,5,8,17,1,2,0.0,2.0,Slightly delayed,2006-04-13,13,15
2318,EWR,ALB,143.0,7,18,6,Summer,2023-07-17 11:40:00,700,Morning,57.0,1237,XE,3,2,5,10,2,1,2.0,-4.0,On-time,2006-06-18,11,12
2319,TPA,BOS,1185.0,5,3,11,Autumn,2023-07-17 11:00:00,660,Morning,175.0,1355,DL,3,6,9,13,1,1,2.0,-6.0,On-time,2006-11-03,11,13
2320,ATL,LAS,1747.0,6,16,12,Winter,2023-07-17 12:50:00,770,Afternoon,272.0,1422,DL,5,4,9,16,3,1,-1.0,-12.0,On-time,2006-12-16,12,14
2321,STL,DFW,551.0,5,17,11,Autumn,2023-07-17 06:15:00,375,Morning,110.0,0805,AA,4,7,11,18,1,2,-1.0,-7.0,On-time,2006-11-17,6,8
2322,EWR,ORD,719.0,3,1,11,Autumn,2023-07-17 18:45:00,1125,Evening,159.0,2024,UA,3,11,14,11,2,2,-4.0,4.0,Slightly delayed,2006-11-01,18,20
2323,IAH,SJC,1608.0,4,19,10,Autumn,2023-07-17 09:30:00,570,Morning,243.0,1133,CO,5,3,8,21,4,1,10.0,10.0,Slightly delayed,2006-10-19,9,11
2324,EWR,GSP,594.0,2,13,6,Summer,2023-07-17 06:30:00,390,Morning,116.0,0826,XE,3,1,4,15,1,1,-5.0,-11.0,On-time,2006-06-13,6,8
2325,DFW,SHV,190.0,2,14,3,Spring,2023-07-17 21:11:00,1271,Evening,52.0,2203,MQ,7,2,9,11,2,1,50.0,42.0,Moderately delayed,2006-03-14,21,22
2326,SLC,GEG,546.0,5,17,11,Autumn,2023-07-17 19:20:00,1160,Evening,100.0,2000,DL,4,2,6,18,2,1,67.0,152.0,Excessively delayed,2006-11-17,19,20
2327,PHL,BWI,90.0,6,25,11,Autumn,2023-07-17 20:10:00,1210,Evening,60.0,2110,US,4,4,8,9,1,1,0.0,-19.0,On-time,2006-11-25,20,21
2328,SJC,SEA,697.0,1,19,6,Summer,2023-07-17 11:47:00,707,Morning,125.0,1352,AS,3,4,7,18,2,3,80.0,80.0,Excessively delayed,2006-06-19,11,13
2329,MDW,PHL,668.0,2,28,11,Autumn,2023-07-17 11:00:00,660,Morning,115.0,1355,WN,5,4,9,9,1,1,-2.0,-20.0,On-time,2006-11-28,11,13
2330,ATL,GSO,306.0,1,11,9,Autumn,2023-07-17 19:57:00,1197,Evening,73.0,2110,DL,5,3,8,14,5,2,186.0,192.0,Excessively delayed,2006-09-11,19,21
2331,CVG,BOS,752.0,1,24,4,Spring,2023-07-17 12:20:00,740,Afternoon,126.0,1426,OH,4,6,10,6,1,1,15.0,18.0,Moderately delayed,2006-04-24,12,14
2332,ANC,SEA,1449.0,5,29,12,Winter,2023-07-17 01:41:00,101,Night,209.0,0610,AS,3,4,7,11,1,1,16.0,64.0,Excessively delayed,2006-12-29,1,6
2333,ORD,ATL,606.0,6,11,3,Spring,2023-07-17 05:30:00,330,Night,122.0,0832,DL,11,5,16,12,1,3,-5.0,9.0,Slightly delayed,2006-03-11,5,8
2334,SFO,BOS,2704.0,5,21,4,Spring,2023-07-17 10:00:00,600,Morning,335.0,1835,AA,4,6,10,14,1,1,7.0,0.0,On-time,2006-04-21,10,18
2335,OKC,IAH,395.0,1,6,11,Autumn,2023-07-17 16:38:00,998,Afternoon,87.0,1805,CO,4,5,9,11,1,2,30.0,22.0,Moderately delayed,2006-11-06,16,18
2336,PHL,ATL,665.0,3,1,11,Autumn,2023-07-17 06:20:00,380,Morning,132.0,0832,FL,4,5,9,11,1,1,-3.0,-2.0,On-time,2006-11-01,6,8
2337,ATL,ORF,516.0,5,3,11,Autumn,2023-07-17 16:53:00,1013,Afternoon,97.0,1830,DL,5,2,7,13,1,1,16.0,15.0,Slightly delayed,2006-11-03,16,18
2338,MSP,MCI,393.0,1,17,7,Summer,2023-07-17 11:15:00,675,Morning,82.0,1237,NW,4,3,7,15,1,1,-2.0,-4.0,On-time,2006-07-17,11,12
2339,PHF,ATL,508.0,1,17,4,Spring,2023-07-17 17:00:00,1020,Afternoon,114.0,1854,EV,2,5,7,8,1,3,0.0,7.0,Slightly delayed,2006-04-17,17,18
2340,OMA,ORD,416.0,4,20,7,Summer,2023-07-17 07:01:00,421,Morning,85.0,0826,MQ,3,11,14,13,1,2,41.0,247.0,Excessively delayed,2006-07-20,7,8
2341,LAX,SAN,109.0,3,18,1,Winter,2023-07-17 15:00:00,900,Afternoon,58.0,1558,MQ,4,1,5,9,1,1,-4.0,14.0,Slightly delayed,2006-01-18,15,15
2342,BUF,BWI,281.0,7,16,7,Summer,2023-07-17 10:50:00,650,Morning,65.0,1155,WN,2,4,6,13,1,2,1.0,-7.0,On-time,2006-07-16,10,11
2343,CLT,STL,575.0,6,23,9,Autumn,2023-07-17 11:20:00,680,Morning,125.0,1225,YV,4,4,8,13,1,1,-5.0,1.0,Slightly delayed,2006-09-23,11,12
2344,PHL,MIA,1013.0,6,7,1,Winter,2023-07-17 11:55:00,715,Morning,170.0,1445,US,4,4,8,8,1,1,-1.0,-11.0,On-time,2006-01-07,11,14
2345,CLT,MSY,651.0,3,13,12,Winter,2023-07-17 16:00:00,960,Afternoon,126.0,1706,US,4,3,7,7,1,1,10.0,3.0,Slightly delayed,2006-12-13,16,17
2346,JFK,SEA,2421.0,1,29,5,Spring,2023-07-17 18:30:00,1110,Evening,380.0,2150,AA,4,4,8,18,2,1,2.0,-23.0,On-time,2006-05-29,18,21
2347,MSP,ABQ,981.0,4,12,1,Winter,2023-07-17 11:34:00,694,Morning,164.0,1318,NW,4,4,8,11,2,1,-4.0,-17.0,On-time,2006-01-12,11,13
2348,SLC,BOI,291.0,6,21,10,Autumn,2023-07-17 15:50:00,950,Afternoon,60.0,1650,WN,4,3,7,11,2,1,18.0,18.0,Moderately delayed,2006-10-21,15,16
2349,DTW,BOS,632.0,1,11,9,Autumn,2023-07-17 06:30:00,390,Morning,111.0,0821,NW,6,6,12,14,3,1,2.0,11.0,Slightly delayed,2006-09-11,6,8
2350,BWI,ATL,576.0,5,24,2,Winter,2023-07-17 09:30:00,570,Morning,114.0,1124,DL,4,5,9,13,1,2,-9.0,-2.0,On-time,2006-02-24,9,11
2351,DEN,SFO,967.0,2,24,1,Winter,2023-07-17 17:45:00,1065,Afternoon,148.0,1913,UA,6,4,10,14,1,1,-4.0,-17.0,On-time,2006-01-24,17,19
2352,SNA,PDX,859.0,4,20,7,Summer,2023-07-17 15:41:00,941,Afternoon,142.0,1803,AS,2,3,5,13,1,2,-4.0,-10.0,On-time,2006-07-20,15,18
2353,LAX,ATL,1946.0,7,31,12,Winter,2023-07-17 10:45:00,645,Morning,254.0,1759,DL,4,5,9,12,4,3,-5.0,-2.0,On-time,2006-12-31,10,17
2354,HOU,DFW,247.0,2,3,1,Winter,2023-07-17 18:37:00,1117,Evening,69.0,1946,MQ,4,7,11,12,1,1,33.0,34.0,Moderately delayed,2006-01-03,18,19
2355,ORD,BOS,867.0,1,13,3,Spring,2023-07-17 06:41:00,401,Morning,132.0,0953,AA,11,6,17,16,2,2,-2.0,-8.0,On-time,2006-03-13,6,9
2356,ORD,HNL,4243.0,1,18,12,Winter,2023-07-17 10:15:00,615,Morning,546.0,1521,UA,11,6,17,18,3,2,-1.0,-4.0,On-time,2006-12-18,10,15
2357,LAS,LAX,236.0,6,11,3,Spring,2023-07-17 14:10:00,850,Afternoon,68.0,1518,US,4,4,8,12,2,1,30.0,26.0,Moderately delayed,2006-03-11,14,15
2358,LIH,LAX,2615.0,1,25,12,Winter,2023-07-17 14:17:00,857,Afternoon,323.0,2140,UA,2,4,6,18,1,2,285.0,277.0,Excessively delayed,2006-12-25,14,21
2359,SAT,ELP,496.0,7,23,4,Spring,2023-07-17 10:55:00,655,Morning,90.0,1125,WN,3,3,6,9,1,1,0.0,-8.0,On-time,2006-04-23,10,11
2360,LAS,DFW,1055.0,7,5,2,Winter,2023-07-17 12:42:00,762,Afternoon,160.0,1722,US,4,7,11,10,1,1,5.0,-19.0,On-time,2006-02-05,12,17
2361,OAK,GEG,723.0,5,12,5,Spring,2023-07-17 19:05:00,1145,Evening,115.0,2100,WN,4,2,6,12,1,1,39.0,28.0,Moderately delayed,2006-05-12,19,21
2362,ONT,DFW,1189.0,2,20,6,Summer,2023-07-17 14:54:00,894,Afternoon,176.0,1950,AA,2,7,9,25,1,5,32.0,24.0,Moderately delayed,2006-06-20,14,19
2363,ATL,SHV,552.0,6,22,4,Spring,2023-07-17 18:17:00,1097,Evening,108.0,1905,EV,5,2,7,15,3,1,-4.0,-15.0,On-time,2006-04-22,18,19
2364,BNA,CLT,329.0,5,3,2,Winter,2023-07-17 10:15:00,615,Morning,78.0,1233,YV,4,4,8,13,1,1,-3.0,-7.0,On-time,2006-02-03,10,12
2365,PHX,RDU,1891.0,2,22,8,Summer,2023-07-17 08:10:00,490,Morning,265.0,1535,WN,3,3,6,20,4,1,15.0,-9.0,On-time,2006-08-22,8,15
2366,HOU,TPA,781.0,5,10,11,Autumn,2023-07-17 17:00:00,1020,Afternoon,120.0,2000,WN,4,3,7,5,1,1,-4.0,-20.0,On-time,2006-11-10,17,20
2367,DFW,OKC,175.0,7,9,7,Summer,2023-07-17 07:35:00,455,Morning,55.0,0830,MQ,7,4,11,14,3,1,2.0,-6.0,On-time,2006-07-09,7,8
2368,PDX,MDW,1751.0,2,7,2,Winter,2023-07-17 07:00:00,420,Morning,240.0,1300,WN,3,5,8,10,1,1,0.0,-1.0,On-time,2006-02-07,7,13
2369,IAD,SFO,2419.0,5,3,11,Autumn,2023-07-17 21:40:00,1300,Evening,357.0,0037,UA,4,4,8,13,1,1,0.0,0.0,On-time,2006-11-03,21,0
2370,LAS,BUR,223.0,6,11,11,Autumn,2023-07-17 20:40:00,1240,Evening,65.0,2145,B6,4,2,6,11,1,1,-2.0,-4.0,On-time,2006-11-11,20,21
2371,PVD,DTW,614.0,1,15,5,Spring,2023-07-17 12:20:00,740,Afternoon,117.0,1417,NW,2,6,8,18,1,2,-3.0,0.0,On-time,2006-05-15,12,14
2372,LAX,YUM,237.0,3,22,2,Winter,2023-07-17 11:57:00,717,Morning,65.0,1402,OO,4,4,8,20,5,1,163.0,169.0,Excessively delayed,2006-02-22,11,14
2373,BWI,FLL,925.0,3,6,12,Winter,2023-07-17 08:40:00,520,Morning,165.0,1125,WN,4,3,7,14,1,1,1.0,-12.0,On-time,2006-12-06,8,11
2374,EWR,CLT,529.0,1,20,2,Winter,2023-07-17 11:45:00,705,Morning,110.0,1335,US,3,4,7,18,2,2,-8.0,-16.0,On-time,2006-02-20,11,13
2375,DCA,MIA,920.0,4,12,1,Winter,2023-07-17 12:55:00,775,Afternoon,154.0,1529,AA,3,4,7,11,1,1,3.0,9.0,Slightly delayed,2006-01-12,12,15
2376,PNS,ATL,272.0,6,27,5,Spring,2023-07-17 14:47:00,887,Afternoon,69.0,1656,FL,2,5,7,10,1,1,-2.0,-8.0,On-time,2006-05-27,14,16
2377,ATL,DAY,432.0,5,13,1,Winter,2023-07-17 12:53:00,773,Afternoon,90.0,1423,EV,5,3,8,7,3,1,14.0,-4.0,On-time,2006-01-13,12,14
2378,SFO,RDD,199.0,5,9,6,Summer,2023-07-17 14:37:00,877,Afternoon,62.0,1539,OO,4,2,6,14,2,1,-4.0,-8.0,On-time,2006-06-09,14,15
2379,MCO,CVG,756.0,2,31,1,Winter,2023-07-17 11:10:00,670,Morning,137.0,1327,DL,4,4,8,16,1,1,-7.0,-7.0,On-time,2006-01-31,11,13
2380,SFO,BOI,522.0,2,14,3,Spring,2023-07-17 21:03:00,1263,Evening,89.0,2332,OO,4,3,7,11,3,1,9.0,0.0,On-time,2006-03-14,21,23
2381,DTW,MSY,926.0,6,25,3,Spring,2023-07-17 15:17:00,917,Afternoon,162.0,1659,NW,6,3,9,11,1,1,0.0,-11.0,On-time,2006-03-25,15,16
2382,MSN,ORD,109.0,2,4,4,Spring,2023-07-17 11:34:00,694,Morning,46.0,1220,MQ,3,11,14,10,1,1,48.0,39.0,Moderately delayed,2006-04-04,11,12
2383,CLT,BWI,361.0,4,17,8,Summer,2023-07-17 12:50:00,770,Afternoon,86.0,1416,YV,4,4,8,10,1,1,-1.0,-1.0,On-time,2006-08-17,12,14
2384,CVG,DTW,229.0,5,7,7,Summer,2023-07-17 10:25:00,625,Morning,68.0,1133,OH,4,6,10,13,1,1,-2.0,-4.0,On-time,2006-07-07,10,11
2385,SBA,LAX,89.0,1,26,6,Summer,2023-07-17 11:22:00,682,Morning,48.0,1210,OO,3,4,7,15,1,3,-1.0,-7.0,On-time,2006-06-26,11,12
2386,ORD,CLE,316.0,2,23,5,Spring,2023-07-17 14:50:00,890,Afternoon,76.0,1706,OO,11,4,15,11,2,1,23.0,20.0,Moderately delayed,2006-05-23,14,17
2387,DFW,CMH,927.0,6,18,11,Autumn,2023-07-17 11:40:00,700,Morning,140.0,1500,AA,7,2,9,9,2,1,-4.0,-6.0,On-time,2006-11-18,11,15
2388,CVG,LAS,1678.0,6,25,3,Spring,2023-07-17 19:10:00,1150,Evening,256.0,2026,DL,4,4,8,11,1,2,25.0,20.0,Moderately delayed,2006-03-25,19,20
2389,DEN,PHX,602.0,6,22,7,Summer,2023-07-17 08:31:00,511,Morning,110.0,0921,UA,6,3,9,15,1,1,-6.0,14.0,Slightly delayed,2006-07-22,8,9
2390,SJC,BUR,296.0,4,13,7,Summer,2023-07-17 06:50:00,410,Morning,65.0,0755,WN,3,2,5,6,1,1,-2.0,-11.0,On-time,2006-07-13,6,7
2391,SEA,ANC,1449.0,2,10,1,Winter,2023-07-17 18:05:00,1085,Evening,221.0,2046,AS,4,3,7,9,1,1,9.0,-7.0,On-time,2006-01-10,18,20
2392,ATL,DSM,743.0,4,26,10,Autumn,2023-07-17 18:21:00,1101,Evening,135.0,1936,EV,5,2,7,18,2,2,0.0,8.0,Slightly delayed,2006-10-26,18,19
2393,ORD,PHX,1440.0,1,22,5,Spring,2023-07-17 08:09:00,489,Morning,220.0,0949,UA,11,3,14,16,1,3,-1.0,4.0,Slightly delayed,2006-05-22,8,9
2394,COS,DFW,592.0,1,27,2,Winter,2023-07-17 09:10:00,550,Morning,107.0,1157,AA,3,7,10,8,1,1,-1.0,-6.0,On-time,2006-02-27,9,11
2395,LAX,OGG,2486.0,7,11,6,Summer,2023-07-17 16:36:00,996,Afternoon,333.0,1909,UA,4,2,6,10,1,1,-3.0,-9.0,On-time,2006-06-11,16,19
2396,TPA,ATL,406.0,1,15,5,Spring,2023-07-17 20:23:00,1223,Evening,90.0,2153,FL,3,5,8,18,1,3,12.0,10.0,Slightly delayed,2006-05-15,20,21
2397,IAH,COS,809.0,2,1,8,Summer,2023-07-17 17:55:00,1075,Afternoon,145.0,1920,XE,5,3,8,16,2,1,0.0,4.0,Slightly delayed,2006-08-01,17,19
2398,SLC,ORD,1249.0,4,31,8,Summer,2023-07-17 07:20:00,440,Morning,180.0,1120,UA,4,11,15,11,2,1,-8.0,-5.0,On-time,2006-08-31,7,11
2399,DEN,OKC,495.0,6,21,1,Winter,2023-07-17 12:25:00,745,Afternoon,90.0,1455,UA,6,4,10,8,1,1,0.0,-10.0,On-time,2006-01-21,12,14
2400,CLT,SRQ,547.0,4,14,9,Autumn,2023-07-17 11:15:00,675,Morning,110.0,1305,YV,4,2,6,6,1,1,0.0,-5.0,On-time,2006-09-14,11,13
2401,COS,DFW,592.0,2,5,9,Autumn,2023-07-17 17:19:00,1039,Afternoon,106.0,2005,AA,3,7,10,7,1,1,-5.0,-5.0,On-time,2006-09-05,17,20
2402,SDF,STL,254.0,7,19,11,Autumn,2023-07-17 12:25:00,745,Afternoon,65.0,1230,WN,3,4,7,8,1,1,-6.0,-9.0,On-time,2006-11-19,12,12
2403,ORD,TUL,585.0,6,8,4,Spring,2023-07-17 08:25:00,505,Morning,113.0,1018,MQ,11,3,14,13,2,1,25.0,12.0,Slightly delayed,2006-04-08,8,10
2404,PHX,ORD,1440.0,1,25,9,Autumn,2023-07-17 08:05:00,485,Morning,190.0,1315,AA,3,11,14,17,1,3,-3.0,-3.0,On-time,2006-09-25,8,13
2405,LAS,PDX,762.0,3,30,8,Summer,2023-07-17 11:42:00,702,Morning,142.0,1404,US,4,3,7,13,2,1,-4.0,7.0,Slightly delayed,2006-08-30,11,14
2406,IAH,LIT,374.0,6,20,5,Spring,2023-07-17 10:30:00,630,Morning,80.0,1150,XE,5,3,8,12,1,1,-2.0,-4.0,On-time,2006-05-20,10,11
2407,CLT,IAH,913.0,6,25,11,Autumn,2023-07-17 14:50:00,890,Afternoon,175.0,1645,XE,4,5,9,9,1,1,42.0,13.0,Slightly delayed,2006-11-25,14,16
2408,IND,FLL,1005.0,3,22,3,Spring,2023-07-17 08:03:00,483,Morning,158.0,1041,FL,3,3,6,11,1,1,-9.0,5.0,Slightly delayed,2006-03-22,8,10
2409,ORD,LAX,1745.0,5,27,1,Winter,2023-07-17 21:50:00,1310,Evening,259.0,0009,UA,11,4,15,10,3,1,-5.0,-18.0,On-time,2006-01-27,21,0
