,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date,CRSDepHour,CRSArrHour
3200,ABQ,STL,934.0,6,20,5,Spring,2023-07-17 12:20:00,740,Afternoon,135.0,1535,WN,4,4,8,12,2,1,20.0,10.0,Slightly delayed,2006-05-20,12,15
3201,ATL,MCO,403.0,1,30,10,Autumn,2023-07-17 09:25:00,565,Morning,96.0,1101,DL,5,4,9,10,2,1,-1.0,-11.0,On-time,2006-10-30,9,11
3202,BDL,DTW,548.0,1,11,9,Autumn,2023-07-17 12:10:00,730,Afternoon,115.0,1405,NW,3,6,9,14,1,3,61.0,52.0,Moderately delayed,2006-09-11,12,14
3203,JFK,LAS,2248.0,4,14,9,Autumn,2023-07-17 20:13:00,1213,Evening,345.0,2258,DL,4,4,8,6,1,1,-5.0,30.0,Moderately delayed,2006-09-14,20,22
3204,DTW,OMA,651.0,3,23,8,Summer,2023-07-17 19:24:00,1164,Evening,125.0,2029,NW,6,3,9,16,1,1,3.0,11.0,Slightly delayed,2006-08-23,19,20
3205,PHX,OMA,1037.0,1,8,5,Spring,2023-07-17 10:05:00,605,Morning,150.0,1435,WN,3,3,6,10,2,1,15.0,6.0,Slightly delayed,2006-05-08,10,14
3206,SAN,SMF,480.0,3,2,8,Summer,2023-07-17 08:55:00,535,Morning,90.0,1025,WN,1,2,3,17,1,1,-2.0,-5.0,On-time,2006-08-02,8,10
3207,MSN,MSP,228.0,6,15,7,Summer,2023-07-17 14:54:00,894,Afternoon,65.0,1559,NW,3,4,7,10,1,1,-6.0,-15.0,On-time,2006-07-15,14,15
3208,STL,ATL,483.0,5,4,8,Summer,2023-07-17 06:00:00,360,Morning,97.0,0837,EV,4,5,9,17,1,4,96.0,87.0,Excessively delayed,2006-08-04,6,8
3209,BUF,ORD,473.0,2,25,4,Spring,2023-07-17 06:30:00,390,Morning,98.0,0708,MQ,2,11,13,12,1,3,0.0,0.0,On-time,2006-04-25,6,7
3210,EWR,SDF,642.0,3,15,3,Spring,2023-07-17 18:35:00,1115,Evening,147.0,2102,XE,3,3,6,6,1,1,97.0,75.0,Excessively delayed,2006-03-15,18,21
3211,CMH,TPA,829.0,3,21,6,Summer,2023-07-17 16:55:00,1015,Afternoon,130.0,1905,WN,2,3,5,14,1,1,53.0,45.0,Moderately delayed,2006-06-21,16,19
3212,DFW,SEA,1660.0,4,19,1,Winter,2023-07-17 14:34:00,874,Afternoon,256.0,1650,AA,7,4,11,16,1,1,-4.0,-9.0,On-time,2006-01-19,14,16
3213,ATL,PHL,665.0,4,16,2,Winter,2023-07-17 22:50:00,1370,Evening,117.0,0047,FL,5,4,9,10,1,3,10.0,5.0,Slightly delayed,2006-02-16,22,0
3214,LAX,SMF,373.0,2,25,7,Summer,2023-07-17 12:48:00,768,Afternoon,81.0,1409,OO,4,2,6,14,1,1,8.0,16.0,Moderately delayed,2006-07-25,12,14
3215,ORD,BDL,783.0,5,17,2,Winter,2023-07-17 17:45:00,1065,Afternoon,125.0,2050,UA,11,3,14,17,4,1,9.0,3.0,Slightly delayed,2006-02-17,17,20
3216,PHX,MSP,1276.0,6,6,5,Spring,2023-07-17 11:15:00,675,Morning,189.0,1624,NW,3,4,7,11,1,1,-1.0,-6.0,On-time,2006-05-06,11,16
3217,DTW,ROC,296.0,4,20,4,Spring,2023-07-17 17:45:00,1065,Afternoon,65.0,1850,NW,6,3,9,14,2,1,-4.0,9.0,Slightly delayed,2006-04-20,17,18
3218,SAT,IAH,191.0,7,22,10,Autumn,2023-07-17 15:35:00,935,Afternoon,60.0,1635,CO,3,5,8,17,2,2,6.0,7.0,Slightly delayed,2006-10-22,15,16
3219,HNL,DFW,3784.0,5,28,7,Summer,2023-07-17 18:35:00,1115,Evening,444.0,0659,AA,6,7,13,13,1,4,-9.0,-16.0,On-time,2006-07-28,18,6
3220,ORD,GRB,174.0,6,13,5,Spring,2023-07-17 10:51:00,651,Morning,49.0,1140,MQ,11,3,14,10,3,1,-8.0,-10.0,On-time,2006-05-13,10,11
3221,DEN,ASE,125.0,2,21,3,Spring,2023-07-17 10:08:00,608,Morning,57.0,1105,YV,6,1,7,11,1,1,-1.0,2.0,Slightly delayed,2006-03-21,10,11
3222,ORD,RNO,1671.0,1,20,11,Autumn,2023-07-17 10:15:00,615,Morning,250.0,1225,AA,11,3,14,11,2,1,19.0,21.0,Moderately delayed,2006-11-20,10,12
3223,BOS,TPA,1185.0,2,13,6,Summer,2023-07-17 08:00:00,480,Morning,190.0,1110,B6,6,3,9,15,2,1,-5.0,-1.0,On-time,2006-06-13,8,11
3224,DCA,LGA,214.0,3,8,2,Winter,2023-07-17 10:30:00,630,Morning,60.0,1130,DL,3,3,6,16,3,1,-4.0,-8.0,On-time,2006-02-08,10,11
3225,LAX,FAT,209.0,3,7,6,Summer,2023-07-17 11:00:00,660,Morning,82.0,1222,MQ,4,2,6,16,2,1,-4.0,-6.0,On-time,2006-06-07,11,12
3226,GSO,EWR,446.0,6,9,9,Autumn,2023-07-17 06:20:00,380,Morning,98.0,0758,XE,3,3,6,12,1,1,-1.0,-8.0,On-time,2006-09-09,6,7
3227,MSY,ATL,425.0,4,31,8,Summer,2023-07-17 06:00:00,360,Morning,87.0,0827,DL,3,5,8,11,1,2,-2.0,4.0,Slightly delayed,2006-08-31,6,8
3228,CLE,LAS,1825.0,4,19,1,Winter,2023-07-17 09:00:00,540,Morning,269.0,1029,CO,4,4,8,16,1,1,-3.0,18.0,Moderately delayed,2006-01-19,9,10
3229,ONT,SFO,363.0,5,9,6,Summer,2023-07-17 16:21:00,981,Afternoon,73.0,1734,OO,2,4,6,14,1,2,13.0,17.0,Moderately delayed,2006-06-09,16,17
3230,CLE,CVG,221.0,7,5,2,Winter,2023-07-17 08:05:00,485,Morning,73.0,0918,OH,4,4,8,10,2,2,20.0,54.0,Moderately delayed,2006-02-05,8,9
3231,DFW,BOS,1562.0,4,4,5,Spring,2023-07-17 06:24:00,384,Morning,218.0,1102,AA,7,6,13,16,2,2,26.0,17.0,Moderately delayed,2006-05-04,6,11
3232,LAX,ABQ,677.0,2,13,6,Summer,2023-07-17 16:10:00,970,Afternoon,110.0,1900,WN,4,4,8,15,3,1,14.0,-2.0,On-time,2006-06-13,16,19
3233,SFO,LAX,337.0,6,24,6,Summer,2023-07-17 11:01:00,661,Morning,89.0,1230,UA,4,4,8,16,2,3,14.0,8.0,Slightly delayed,2006-06-24,11,12
3234,ATL,BGM,749.0,2,20,6,Summer,2023-07-17 18:45:00,1125,Evening,130.0,2055,EV,5,2,7,25,2,1,15.0,25.0,Moderately delayed,2006-06-20,18,20
3235,TUS,PHX,110.0,3,15,3,Spring,2023-07-17 14:15:00,855,Afternoon,50.0,1505,YV,3,3,6,6,1,1,-7.0,4.0,Slightly delayed,2006-03-15,14,15
3236,PHL,LAS,2176.0,7,25,6,Summer,2023-07-17 19:55:00,1195,Evening,355.0,2250,WN,4,4,8,14,1,1,164.0,128.0,Excessively delayed,2006-06-25,19,22
3237,EWR,IAD,213.0,3,1,3,Spring,2023-07-17 10:31:00,631,Morning,79.0,1150,YV,3,4,7,14,1,1,-4.0,-20.0,On-time,2006-03-01,10,11
3238,PHX,PVD,2277.0,4,6,4,Spring,2023-07-17 09:10:00,550,Morning,290.0,1700,WN,3,2,5,16,2,1,0.0,-15.0,On-time,2006-04-06,9,17
3239,PHX,PHL,2075.0,3,29,11,Autumn,2023-07-17 12:56:00,776,Afternoon,267.0,1923,US,3,4,7,10,1,1,0.0,-24.0,On-time,2006-11-29,12,19
3240,SAN,LAS,258.0,1,28,8,Summer,2023-07-17 15:25:00,925,Afternoon,70.0,1635,WN,1,4,5,10,1,2,0.0,-7.0,On-time,2006-08-28,15,16
3241,EWR,MKE,725.0,5,14,4,Spring,2023-07-17 10:40:00,640,Morning,135.0,1155,XE,3,5,8,12,3,1,0.0,9.0,Slightly delayed,2006-04-14,10,11
3242,MHT,BWI,377.0,3,10,5,Spring,2023-07-17 13:35:00,815,Afternoon,85.0,1500,WN,2,4,6,7,1,1,12.0,4.0,Slightly delayed,2006-05-10,13,15
3243,BWI,LAS,2106.0,1,15,5,Spring,2023-07-17 20:30:00,1230,Evening,314.0,2244,US,4,4,8,18,1,1,2.0,-32.0,On-time,2006-05-15,20,22
3244,IAH,JAX,817.0,7,15,1,Winter,2023-07-17 10:30:00,630,Morning,124.0,1334,XE,5,2,7,11,1,1,-1.0,14.0,Slightly delayed,2006-01-15,10,13
3245,CVG,EWR,569.0,1,25,9,Autumn,2023-07-17 06:28:00,388,Morning,122.0,0830,XE,4,3,7,17,1,2,-8.0,-19.0,On-time,2006-09-25,6,8
3246,ATL,CLT,227.0,7,8,1,Winter,2023-07-17 12:48:00,768,Afternoon,67.0,1355,DL,5,4,9,11,1,1,-2.0,-9.0,On-time,2006-01-08,12,13
3247,IAH,HRL,295.0,3,13,9,Autumn,2023-07-17 21:15:00,1275,Evening,71.0,2226,XE,5,3,8,14,2,1,1.0,-5.0,On-time,2006-09-13,21,22
3248,ATL,IAD,533.0,7,14,5,Spring,2023-07-17 12:00:00,720,Afternoon,109.0,1349,YV,5,4,9,16,2,1,-15.0,-14.0,On-time,2006-05-14,12,13
3249,LAS,OAK,407.0,5,22,9,Autumn,2023-07-17 20:10:00,1210,Evening,85.0,2135,WN,4,4,8,13,3,1,64.0,69.0,Excessively delayed,2006-09-22,20,21
3250,LAX,JFK,2475.0,2,22,8,Summer,2023-07-17 15:15:00,915,Afternoon,328.0,2343,AA,4,4,8,20,2,3,-5.0,1.0,Slightly delayed,2006-08-22,15,23
3251,SLC,GEG,546.0,4,23,3,Spring,2023-07-17 11:23:00,683,Morning,101.0,1204,OO,4,2,6,11,1,1,0.0,-1.0,On-time,2006-03-23,11,12
3252,COS,ATL,1185.0,3,3,5,Spring,2023-07-17 07:00:00,420,Morning,168.0,1148,DL,3,5,8,16,2,4,0.0,-13.0,On-time,2006-05-03,7,11
3253,DCA,MIA,920.0,4,9,2,Winter,2023-07-17 12:55:00,775,Afternoon,154.0,1529,AA,3,4,7,12,1,1,-3.0,-9.0,On-time,2006-02-09,12,15
3254,SDF,TPA,727.0,2,8,8,Summer,2023-07-17 15:40:00,940,Afternoon,120.0,1740,WN,3,3,6,16,1,1,1.0,-2.0,On-time,2006-08-08,15,17
3255,SLC,ONT,558.0,5,17,11,Autumn,2023-07-17 17:10:00,1030,Afternoon,104.0,1754,OO,4,2,6,18,2,1,1.0,1.0,Slightly delayed,2006-11-17,17,17
3256,MCO,LAX,2217.0,3,16,8,Summer,2023-07-17 19:30:00,1170,Evening,302.0,2132,DL,4,4,8,12,1,1,-6.0,-14.0,On-time,2006-08-16,19,21
3257,CLE,ORD,316.0,1,13,2,Winter,2023-07-17 21:00:00,1260,Evening,85.0,2125,XE,4,11,15,14,2,3,15.0,5.0,Slightly delayed,2006-02-13,21,21
3258,OKC,DAL,181.0,5,24,2,Winter,2023-07-17 12:00:00,720,Afternoon,50.0,1250,WN,4,3,7,13,1,1,-2.0,-2.0,On-time,2006-02-24,12,12
3259,BWI,MCO,787.0,2,12,9,Autumn,2023-07-17 20:55:00,1255,Evening,133.0,2308,FL,4,4,8,14,1,1,-9.0,-21.0,On-time,2006-09-12,20,23
3260,SJC,IAH,1608.0,4,2,2,Winter,2023-07-17 14:35:00,875,Afternoon,225.0,2020,CO,3,5,8,15,1,3,-3.0,-12.0,On-time,2006-02-02,14,20
3261,SEA,BNA,1977.0,1,25,9,Autumn,2023-07-17 12:30:00,750,Afternoon,260.0,1850,WN,4,4,8,17,2,1,-4.0,-11.0,On-time,2006-09-25,12,18
3262,IAH,TYS,772.0,5,29,12,Winter,2023-07-17 18:54:00,1134,Evening,129.0,2203,XE,5,2,7,11,1,1,19.0,36.0,Moderately delayed,2006-12-29,18,22
3263,DFW,SFO,1464.0,4,24,8,Summer,2023-07-17 14:52:00,892,Afternoon,215.0,1627,AA,7,4,11,16,2,4,0.0,-7.0,On-time,2006-08-24,14,16
3264,LIH,HNL,102.0,4,5,1,Winter,2023-07-17 17:50:00,1070,Afternoon,29.0,1819,HA,2,6,8,17,1,1,-4.0,-5.0,On-time,2006-01-05,17,18
3265,SAT,IAH,191.0,7,30,4,Spring,2023-07-17 17:12:00,1032,Afternoon,58.0,1810,CO,3,5,8,7,1,1,7.0,3.0,Slightly delayed,2006-04-30,17,18
3266,RDU,DFW,1062.0,6,29,4,Spring,2023-07-17 11:06:00,666,Morning,176.0,1302,AA,3,7,10,9,1,2,-3.0,8.0,Slightly delayed,2006-04-29,11,13
3267,BOS,ORD,867.0,7,9,7,Summer,2023-07-17 09:10:00,550,Morning,155.0,1045,UA,6,11,17,14,1,1,-4.0,-26.0,On-time,2006-07-09,9,10
3268,LAX,ATL,1946.0,5,22,9,Autumn,2023-07-17 09:35:00,575,Morning,259.0,1654,DL,4,5,9,13,3,2,11.0,1.0,Slightly delayed,2006-09-22,9,16
3269,IAH,CAE,878.0,6,8,4,Spring,2023-07-17 16:25:00,985,Afternoon,150.0,1955,XE,5,2,7,13,2,1,7.0,3.0,Slightly delayed,2006-04-08,16,19
3270,DFW,ORD,802.0,6,22,7,Summer,2023-07-17 07:30:00,450,Morning,135.0,0945,UA,7,11,18,15,5,2,-1.0,5.0,Slightly delayed,2006-07-22,7,9
3271,ATL,MCO,403.0,6,12,8,Summer,2023-07-17 13:05:00,785,Afternoon,89.0,1434,DL,5,4,9,12,2,2,0.0,-8.0,On-time,2006-08-12,13,14
3272,ATL,MCN,79.0,6,2,9,Autumn,2023-07-17 16:06:00,966,Afternoon,48.0,1654,EV,5,2,7,12,1,1,-1.0,-14.0,On-time,2006-09-02,16,16
3273,LAS,SJC,386.0,1,18,12,Winter,2023-07-17 19:35:00,1175,Evening,80.0,2055,WN,4,3,7,18,1,1,-4.0,-14.0,On-time,2006-12-18,19,20
3274,MSP,STL,449.0,1,10,7,Summer,2023-07-17 10:30:00,630,Morning,96.0,1206,NW,4,4,8,15,3,1,-2.0,-3.0,On-time,2006-07-10,10,12
3275,LGA,ORD,733.0,4,25,5,Spring,2023-07-17 09:00:00,540,Morning,150.0,1030,AA,3,11,14,10,2,3,-2.0,11.0,Slightly delayed,2006-05-25,9,10
3276,DEN,PSC,853.0,4,26,10,Autumn,2023-07-17 20:45:00,1245,Evening,135.0,2200,OO,6,3,9,18,2,1,-4.0,-3.0,On-time,2006-10-26,20,22
3277,PNS,ATL,272.0,7,17,9,Autumn,2023-07-17 12:24:00,744,Afternoon,68.0,1432,FL,2,5,7,21,1,2,-10.0,-11.0,On-time,2006-09-17,12,14
3278,SHV,DFW,190.0,3,2,8,Summer,2023-07-17 10:35:00,635,Morning,59.0,1134,MQ,2,7,9,17,1,2,-4.0,-4.0,On-time,2006-08-02,10,11
3279,PHX,SMF,647.0,2,29,8,Summer,2023-07-17 10:25:00,625,Morning,130.0,1235,WN,3,2,5,6,1,2,-4.0,-19.0,On-time,2006-08-29,10,12
3280,LGA,IAH,1416.0,4,16,2,Winter,2023-07-17 12:00:00,720,Afternoon,240.0,1500,CO,3,5,8,10,2,1,-6.0,-5.0,On-time,2006-02-16,12,15
3281,BHM,BWI,682.0,6,30,9,Autumn,2023-07-17 15:25:00,925,Afternoon,110.0,1815,WN,2,4,6,13,1,1,-3.0,-13.0,On-time,2006-09-30,15,18
3282,SNA,OAK,371.0,1,17,7,Summer,2023-07-17 21:00:00,1260,Evening,75.0,2215,WN,2,4,6,15,2,1,21.0,18.0,Moderately delayed,2006-07-17,21,22
3283,IAH,DFW,224.0,2,8,8,Summer,2023-07-17 16:05:00,965,Afternoon,80.0,1725,XE,5,7,12,16,3,2,67.0,68.0,Excessively delayed,2006-08-08,16,17
3284,BOS,ORD,867.0,7,10,12,Winter,2023-07-17 17:05:00,1025,Afternoon,175.0,1900,AA,6,11,17,10,1,2,0.0,-12.0,On-time,2006-12-10,17,19
3285,DAL,HOU,239.0,5,8,9,Autumn,2023-07-17 14:00:00,840,Afternoon,60.0,1500,WN,3,4,7,8,1,1,0.0,1.0,Slightly delayed,2006-09-08,14,15
3286,SAN,SJC,417.0,2,28,11,Autumn,2023-07-17 14:45:00,885,Afternoon,80.0,1605,WN,1,3,4,9,1,1,-1.0,0.0,On-time,2006-11-28,14,16
3287,MEM,DTW,610.0,3,6,12,Winter,2023-07-17 17:03:00,1023,Afternoon,115.0,1958,NW,4,6,10,14,1,1,13.0,6.0,Slightly delayed,2006-12-06,17,19
3288,BWI,ROC,277.0,7,14,5,Spring,2023-07-17 16:13:00,973,Afternoon,68.0,1721,FL,4,3,7,16,2,1,-4.0,-9.0,On-time,2006-05-14,16,17
3289,MSP,DFW,852.0,7,17,9,Autumn,2023-07-17 16:15:00,975,Afternoon,150.0,1845,AA,4,7,11,21,1,2,38.0,55.0,Moderately delayed,2006-09-17,16,18
3290,PHL,BOS,280.0,3,8,2,Winter,2023-07-17 15:35:00,935,Afternoon,80.0,1655,FL,4,6,10,16,2,2,-10.0,-25.0,On-time,2006-02-08,15,16
3291,BOS,IAD,413.0,2,26,9,Autumn,2023-07-17 09:55:00,595,Morning,102.0,1137,UA,6,4,10,13,1,2,-7.0,-16.0,On-time,2006-09-26,9,11
3292,SEA,PHX,1107.0,7,9,4,Spring,2023-07-17 12:50:00,770,Afternoon,170.0,1540,WN,4,3,7,13,1,2,0.0,2.0,Slightly delayed,2006-04-09,12,15
3293,BNA,LAX,1797.0,2,5,12,Winter,2023-07-17 17:55:00,1075,Afternoon,260.0,2015,AA,4,4,8,11,2,2,-2.0,-3.0,On-time,2006-12-05,17,20
3294,LGA,PWM,270.0,4,9,11,Autumn,2023-07-17 21:45:00,1305,Evening,70.0,2255,OH,3,2,5,16,1,1,115.0,115.0,Excessively delayed,2006-11-09,21,22
3295,SAN,SJC,417.0,5,13,10,Autumn,2023-07-17 09:20:00,560,Morning,80.0,1040,WN,1,3,4,15,1,1,7.0,4.0,Slightly delayed,2006-10-13,9,10
3296,CLE,ORD,316.0,5,4,8,Summer,2023-07-17 07:30:00,450,Morning,81.0,0751,XE,4,11,15,17,1,1,-3.0,-5.0,On-time,2006-08-04,7,7
3297,IAD,ATL,533.0,2,3,1,Winter,2023-07-17 17:25:00,1045,Afternoon,117.0,1922,DL,4,5,9,12,1,1,29.0,15.0,Slightly delayed,2006-01-03,17,19
3298,OAK,SAN,446.0,5,21,4,Spring,2023-07-17 08:40:00,520,Morning,85.0,1005,WN,4,1,5,14,1,1,0.0,0.0,On-time,2006-04-21,8,10
3299,SLC,SNA,588.0,7,30,7,Summer,2023-07-17 21:01:00,1261,Evening,115.0,2156,OO,4,2,6,17,1,1,-6.0,-9.0,On-time,2006-07-30,21,21
3300,ATL,SHV,552.0,5,14,7,Summer,2023-07-17 21:03:00,1263,Evening,106.0,2149,EV,5,2,7,20,2,1,95.0,84.0,Excessively delayed,2006-07-14,21,21
3301,CLE,PHL,363.0,5,6,10,Autumn,2023-07-17 12:35:00,755,Afternoon,83.0,1358,XE,4,4,8,17,2,1,13.0,186.0,Excessively delayed,2006-10-06,12,13
3302,PIT,ORD,412.0,1,27,11,Autumn,2023-07-17 17:45:00,1065,Afternoon,101.0,1826,US,4,11,15,13,1,2,5.0,-5.0,On-time,2006-11-27,17,18
3303,SAT,DAL,248.0,1,14,8,Summer,2023-07-17 07:30:00,450,Morning,55.0,0825,WN,3,3,6,18,1,1,12.0,6.0,Slightly delayed,2006-08-14,7,8
3304,SJC,DEN,948.0,6,10,6,Summer,2023-07-17 06:20:00,380,Morning,150.0,0950,F9,3,6,9,10,1,1,-7.0,-10.0,On-time,2006-06-10,6,9
3305,SFO,LAS,414.0,3,15,2,Winter,2023-07-17 13:26:00,806,Afternoon,91.0,1457,UA,4,4,8,11,1,2,8.0,-4.0,On-time,2006-02-15,13,14
3306,DFW,BTR,383.0,4,5,1,Winter,2023-07-17 20:43:00,1243,Evening,76.0,2159,MQ,7,3,10,17,4,1,4.0,12.0,Slightly delayed,2006-01-05,20,21
3307,LAX,DFW,1235.0,4,15,6,Summer,2023-07-17 09:19:00,559,Morning,187.0,1426,AA,4,7,11,19,2,3,-4.0,-20.0,On-time,2006-06-15,9,14
3308,TPA,LGA,1011.0,4,9,2,Winter,2023-07-17 07:52:00,472,Morning,158.0,1030,AA,3,3,6,12,1,1,-3.0,-3.0,On-time,2006-02-09,7,10
3309,BOI,SLC,291.0,7,4,6,Summer,2023-07-17 17:00:00,1020,Afternoon,64.0,1804,OO,3,4,7,9,1,1,-3.0,-9.0,On-time,2006-06-04,17,18
3310,ORD,CLE,316.0,1,17,7,Summer,2023-07-17 14:00:00,840,Afternoon,76.0,1616,UA,11,4,15,15,2,1,-3.0,9.0,Slightly delayed,2006-07-17,14,16
3311,SFO,DEN,967.0,1,7,8,Summer,2023-07-17 18:10:00,1090,Evening,155.0,2145,F9,4,6,10,18,2,1,22.0,8.0,Slightly delayed,2006-08-07,18,21
3312,ORD,IAH,925.0,1,25,9,Autumn,2023-07-17 17:05:00,1025,Afternoon,161.0,1946,CO,11,5,16,17,3,2,-8.0,-15.0,On-time,2006-09-25,17,19
3313,LGA,DCA,214.0,5,20,10,Autumn,2023-07-17 19:30:00,1170,Evening,76.0,2046,DL,3,3,6,11,3,1,-4.0,-14.0,On-time,2006-10-20,19,20
3314,ORD,DTW,235.0,4,27,7,Summer,2023-07-17 12:08:00,728,Afternoon,81.0,1429,NW,11,6,17,14,1,2,19.0,27.0,Moderately delayed,2006-07-27,12,14
3315,OMA,EWR,1133.0,7,12,3,Spring,2023-07-17 08:00:00,480,Morning,165.0,1145,XE,3,3,6,9,1,1,-9.0,-14.0,On-time,2006-03-12,8,11
3316,PHX,LAS,256.0,1,2,1,Winter,2023-07-17 15:00:00,900,Afternoon,60.0,1500,WN,3,4,7,12,3,2,25.0,25.0,Moderately delayed,2006-01-02,15,15
3317,CVG,MCO,756.0,3,17,5,Spring,2023-07-17 10:30:00,630,Morning,125.0,1235,DL,4,4,8,7,1,1,19.0,22.0,Moderately delayed,2006-05-17,10,12
3318,DEN,TPA,1506.0,2,27,6,Summer,2023-07-17 17:35:00,1055,Afternoon,205.0,2300,F9,6,3,9,15,1,2,-8.0,-14.0,On-time,2006-06-27,17,23
3319,IAD,LGA,229.0,1,15,5,Spring,2023-07-17 19:00:00,1140,Evening,94.0,2034,YV,4,3,7,18,2,1,30.0,41.0,Moderately delayed,2006-05-15,19,20
3320,PHX,CLT,1774.0,7,12,2,Winter,2023-07-17 07:45:00,465,Morning,218.0,1323,US,3,4,7,10,3,2,11.0,11.0,Slightly delayed,2006-02-12,7,13
3321,SJC,SEA,697.0,4,13,4,Spring,2023-07-17 11:15:00,675,Morning,125.0,1320,WN,3,4,7,17,1,2,-3.0,-8.0,On-time,2006-04-13,11,13
3322,ANC,OGG,2797.0,7,19,3,Spring,2023-07-17 15:50:00,950,Afternoon,365.0,2055,NW,3,2,5,14,1,1,-6.0,2.0,Slightly delayed,2006-03-19,15,20
3323,DEN,STL,770.0,2,14,2,Winter,2023-07-17 10:05:00,605,Morning,120.0,1305,UA,6,4,10,16,2,1,-1.0,-14.0,On-time,2006-02-14,10,13
3324,LGA,ORD,733.0,2,21,2,Winter,2023-07-17 18:00:00,1080,Evening,164.0,1944,AA,3,11,14,20,2,1,-2.0,-15.0,On-time,2006-02-21,18,19
3325,SEA,PHX,1107.0,3,28,6,Summer,2023-07-17 12:50:00,770,Afternoon,170.0,1540,WN,4,3,7,21,1,1,22.0,19.0,Moderately delayed,2006-06-28,12,15
3326,LAS,HOU,1235.0,2,2,5,Spring,2023-07-17 15:30:00,930,Afternoon,180.0,2030,WN,4,4,8,12,1,1,10.0,0.0,On-time,2006-05-02,15,20
3327,LAX,ORD,1745.0,7,12,2,Winter,2023-07-17 09:55:00,595,Morning,238.0,1553,UA,4,11,15,10,2,2,16.0,14.0,Slightly delayed,2006-02-12,9,15
3328,PBI,ORD,1144.0,2,21,11,Autumn,2023-07-17 14:55:00,895,Afternoon,195.0,1710,AA,3,11,14,16,1,2,-5.0,2.0,Slightly delayed,2006-11-21,14,17
3329,SAT,IAH,191.0,3,23,8,Summer,2023-07-17 16:05:00,965,Afternoon,60.0,1705,CO,3,5,8,16,1,3,96.0,100.0,Excessively delayed,2006-08-23,16,17
3330,SLC,SAN,626.0,2,1,8,Summer,2023-07-17 08:08:00,488,Morning,119.0,0907,OO,4,1,5,16,1,1,-1.0,-2.0,On-time,2006-08-01,8,9
3331,JFK,DFW,1391.0,5,17,2,Winter,2023-07-17 17:53:00,1073,Afternoon,247.0,2100,AA,4,7,11,17,1,1,48.0,66.0,Excessively delayed,2006-02-17,17,21
3332,MSP,GRB,252.0,7,18,6,Summer,2023-07-17 22:35:00,1355,Evening,58.0,2333,NW,4,3,7,10,1,1,-3.0,-5.0,On-time,2006-06-18,22,23
3333,MSN,MSP,228.0,6,3,6,Summer,2023-07-17 09:00:00,540,Morning,65.0,1005,NW,3,4,7,12,1,2,11.0,10.0,Slightly delayed,2006-06-03,9,10
3334,DFW,SHV,190.0,1,1,5,Spring,2023-07-17 09:25:00,565,Morning,55.0,1020,MQ,7,2,9,17,2,1,-2.0,-3.0,On-time,2006-05-01,9,10
3335,TPA,LGA,1011.0,4,22,6,Summer,2023-07-17 18:15:00,1095,Evening,165.0,2100,DL,3,3,6,16,1,3,-3.0,-10.0,On-time,2006-06-22,18,21
3336,OAK,PDX,543.0,7,15,1,Winter,2023-07-17 07:20:00,440,Morning,100.0,0900,WN,4,3,7,11,1,2,0.0,5.0,Slightly delayed,2006-01-15,7,9
3337,BHM,IAH,562.0,4,18,5,Spring,2023-07-17 10:20:00,620,Morning,112.0,1212,XE,2,5,7,14,1,1,-10.0,-17.0,On-time,2006-05-18,10,12
3338,PBI,EWR,1024.0,4,12,1,Winter,2023-07-17 14:50:00,890,Afternoon,173.0,1743,CO,3,3,6,11,1,1,-5.0,-14.0,On-time,2006-01-12,14,17
3339,DCA,MIA,920.0,2,11,7,Summer,2023-07-17 06:25:00,385,Morning,143.0,0848,AA,3,4,7,19,1,1,-4.0,-15.0,On-time,2006-07-11,6,8
3340,CLE,MKE,328.0,3,22,11,Autumn,2023-07-17 16:45:00,1005,Afternoon,82.0,1707,XE,4,5,9,15,1,1,55.0,58.0,Moderately delayed,2006-11-22,16,17
3341,DSM,DFW,624.0,7,21,5,Spring,2023-07-17 08:56:00,536,Morning,115.0,1051,MQ,2,7,9,16,1,1,2.0,-9.0,On-time,2006-05-21,8,10
3342,EWR,SNA,2433.0,4,2,11,Autumn,2023-07-17 16:55:00,1015,Afternoon,375.0,2010,CO,3,2,5,15,3,1,17.0,59.0,Moderately delayed,2006-11-02,16,20
3343,ORD,BOS,867.0,1,9,1,Winter,2023-07-17 11:30:00,690,Morning,134.0,1444,AA,11,6,17,11,2,3,-4.0,-23.0,On-time,2006-01-09,11,14
3344,PDX,LAS,762.0,4,2,2,Winter,2023-07-17 16:15:00,975,Afternoon,125.0,1820,WN,3,4,7,15,1,2,0.0,-19.0,On-time,2006-02-02,16,18
3345,GRR,MEM,591.0,1,20,3,Spring,2023-07-17 07:40:00,460,Morning,116.0,0836,NW,3,4,7,19,1,1,-3.0,5.0,Slightly delayed,2006-03-20,7,8
3346,SAT,IAH,191.0,7,9,7,Summer,2023-07-17 13:30:00,810,Afternoon,65.0,1435,CO,3,5,8,14,1,3,-1.0,57.0,Moderately delayed,2006-07-09,13,14
