,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date
639,OGG,HNL,100.0,4,25,5,Spring,15:05:00,905,Afternoon,34.0,1539,HA,2,6,8,10,1,1,0.0,-2.0,On-time,2006-05-25
640,DEN,PDX,992.0,7,15,1,Winter,12:15:00,735,Afternoon,160.0,1355,F9,6,3,9,11,1,2,0.0,-5.0,On-time,2006-01-15
641,SMF,ONT,389.0,2,12,12,Winter,19:15:00,1155,Evening,75.0,2030,WN,2,2,4,16,1,1,10.0,8.0,Slightly delayed,2006-12-12
642,OAK,ONT,361.0,3,6,12,Winter,14:50:00,890,Afternoon,70.0,1600,WN,4,2,6,14,2,1,3.0,0.0,On-time,2006-12-06
643,EWR,RSW,1068.0,4,5,10,Autumn,07:05:00,425,Morning,191.0,1016,CO,3,1,4,11,3,1,-4.0,-15.0,On-time,2006-10-05
644,PHL,BDL,196.0,5,24,3,Spring,07:35:00,455,Morning,75.0,850,US,4,3,7,11,1,1,-6.0,-17.0,On-time,2006-03-24
645,ATL,MKE,669.0,7,10,12,Winter,17:26:00,1046,Afternoon,136.0,1842,EV,5,5,10,10,3,1,0.0,-21.0,On-time,2006-12-10
646,MSP,GRB,252.0,1,21,8,Summer,13:00:00,780,Afternoon,61.0,1401,NW,4,3,7,16,2,1,-4.0,-4.0,On-time,2006-08-21
647,BOS,BWI,370.0,4,9,11,Autumn,06:50:00,410,Morning,100.0,830,OH,6,4,10,16,1,1,0.0,-16.0,On-time,2006-11-09
648,ORF,CLT,290.0,7,6,8,Summer,07:05:00,425,Morning,69.0,814,US,2,4,6,16,1,3,3.0,13.0,Slightly delayed,2006-08-06
649,IAD,AUS,1297.0,1,15,5,Spring,08:30:00,510,Morning,198.0,1048,YV,4,2,6,18,2,2,-1.0,-8.0,On-time,2006-05-15
650,PDX,SAN,933.0,4,16,2,Winter,21:20:00,1280,Evening,144.0,2344,AS,3,1,4,10,1,1,19.0,28.0,Moderately delayed,2006-02-16
651,FAT,PHX,493.0,3,12,7,Summer,12:30:00,750,Afternoon,104.0,1414,YV,2,3,5,10,1,1,25.0,16.0,Moderately delayed,2006-07-12
652,TPA,ATL,406.0,5,17,2,Winter,20:07:00,1207,Evening,97.0,2144,DL,3,5,8,17,1,3,8.0,1.0,Slightly delayed,2006-02-17
653,MIA,BNA,806.0,1,14,8,Summer,11:56:00,716,Morning,133.0,1309,MQ,4,4,8,18,2,1,78.0,83.0,Excessively delayed,2006-08-14
654,SFO,IAH,1635.0,1,1,5,Spring,14:34:00,874,Afternoon,226.0,2020,CO,4,5,9,17,2,2,-7.0,-2.0,On-time,2006-05-01
655,PHX,LAS,256.0,6,28,10,Autumn,18:20:00,1100,Evening,60.0,1920,WN,3,4,7,7,1,1,-1.0,-3.0,On-time,2006-10-28
656,BNA,DTW,457.0,1,20,3,Spring,10:18:00,618,Morning,97.0,1255,NW,4,6,10,19,1,1,-3.0,-5.0,On-time,2006-03-20
657,DFW,BDL,1471.0,1,6,2,Winter,12:59:00,779,Afternoon,197.0,1716,AA,7,3,10,16,2,1,-2.0,-7.0,On-time,2006-02-06
658,ORD,RNO,1671.0,6,5,8,Summer,16:41:00,1001,Afternoon,249.0,1850,AA,11,3,14,15,2,1,15.0,4.0,Slightly delayed,2006-08-05
659,IAD,ATL,533.0,6,2,12,Winter,10:40:00,640,Morning,119.0,1239,YV,4,5,9,14,1,3,82.0,78.0,Excessively delayed,2006-12-02
660,FAT,LAX,209.0,5,17,2,Winter,15:19:00,919,Afternoon,63.0,1622,OO,2,4,6,17,1,1,-1.0,10.0,Slightly delayed,2006-02-17
661,CLT,PNS,488.0,2,25,7,Summer,20:38:00,1238,Evening,91.0,2109,YV,4,2,6,14,2,1,-3.0,-9.0,On-time,2006-07-25
662,MEM,IAH,469.0,2,21,2,Winter,13:40:00,820,Afternoon,101.0,1521,NW,4,5,9,20,1,4,-6.0,12.0,Slightly delayed,2006-02-21
663,DAL,IAH,217.0,2,6,6,Summer,09:00:00,540,Morning,64.0,1004,XE,3,5,8,18,1,1,-5.0,-5.0,On-time,2006-06-06
664,TUS,ORD,1437.0,6,25,2,Winter,11:39:00,699,Morning,200.0,1559,AA,3,11,14,8,1,1,-2.0,-6.0,On-time,2006-02-25
665,CVG,GSP,317.0,2,29,8,Summer,08:25:00,505,Morning,72.0,937,EV,4,1,5,6,1,1,-10.0,-17.0,On-time,2006-08-29
666,DFW,DSM,624.0,4,26,10,Autumn,13:40:00,820,Afternoon,110.0,1530,MQ,7,2,9,18,2,2,9.0,3.0,Slightly delayed,2006-10-26
667,LAX,PHX,370.0,4,27,7,Summer,18:45:00,1125,Evening,75.0,2000,WN,4,3,7,14,5,1,8.0,17.0,Moderately delayed,2006-07-27
668,PDX,MSP,1426.0,6,8,7,Summer,14:11:00,851,Afternoon,197.0,1928,NW,3,4,7,11,1,1,-4.0,-13.0,On-time,2006-07-08
669,LAS,HNL,2762.0,4,16,3,Spring,02:30:00,150,Night,380.0,650,HA,4,6,10,13,1,1,-11.0,-19.0,On-time,2006-03-16
670,MIA,EWR,1086.0,4,30,11,Autumn,20:10:00,1210,Evening,174.0,2304,CO,4,3,7,12,1,1,-10.0,12.0,Slightly delayed,2006-11-30
671,ATL,LGA,761.0,5,17,3,Spring,13:00:00,780,Afternoon,130.0,1510,FL,5,3,8,11,3,1,-2.0,6.0,Slightly delayed,2006-03-17
672,RNO,SEA,564.0,6,11,3,Spring,09:20:00,560,Morning,107.0,1107,AS,3,4,7,12,1,1,40.0,32.0,Moderately delayed,2006-03-11
673,LAX,DTW,1979.0,5,13,10,Autumn,08:43:00,523,Morning,264.0,1607,NW,4,6,10,15,1,1,-8.0,8.0,Slightly delayed,2006-10-13
674,ORD,IND,177.0,7,24,9,Autumn,13:35:00,815,Afternoon,65.0,1540,MQ,11,3,14,6,1,1,10.0,-1.0,On-time,2006-09-24
675,EWR,BOS,200.0,7,18,6,Summer,16:30:00,990,Afternoon,80.0,1750,CO,3,6,9,10,2,1,18.0,7.0,Slightly delayed,2006-06-18
676,STL,MDW,251.0,3,9,8,Summer,16:50:00,1010,Afternoon,60.0,1750,WN,4,5,9,11,1,1,2.0,2.0,Slightly delayed,2006-08-09
677,DAL,HOU,239.0,6,4,3,Spring,19:30:00,1170,Evening,60.0,2030,WN,3,4,7,14,1,1,0.0,-6.0,On-time,2006-03-04
678,SBA,SFO,262.0,3,8,11,Autumn,19:25:00,1165,Evening,79.0,2044,OO,3,4,7,12,1,1,-7.0,-18.0,On-time,2006-11-08
679,SLC,PDX,630.0,2,26,12,Winter,17:00:00,1020,Afternoon,123.0,1803,OO,4,3,7,16,2,1,42.0,57.0,Moderately delayed,2006-12-26
680,MSN,DTW,312.0,4,23,2,Winter,06:00:00,360,Morning,79.0,819,NW,3,6,9,12,1,1,-5.0,-17.0,On-time,2006-02-23
681,MCI,DFW,460.0,5,1,9,Autumn,12:25:00,745,Afternoon,95.0,1400,AA,3,7,10,15,1,2,6.0,-1.0,On-time,2006-09-01
682,ORD,STL,258.0,3,1,2,Winter,12:17:00,737,Afternoon,71.0,1328,AA,11,4,15,10,2,1,58.0,52.0,Moderately delayed,2006-02-01
683,BWI,RDU,255.0,6,5,8,Summer,19:00:00,1140,Evening,60.0,2000,WN,4,3,7,15,1,1,-4.0,-8.0,On-time,2006-08-05
684,DTW,IND,231.0,3,26,4,Spring,15:14:00,914,Afternoon,68.0,1622,NW,6,3,9,12,2,1,-5.0,-1.0,On-time,2006-04-26
685,DFW,AMA,313.0,6,29,4,Spring,17:38:00,1058,Afternoon,72.0,1850,MQ,7,2,9,9,2,1,56.0,54.0,Moderately delayed,2006-04-29
686,CLT,LGA,544.0,7,23,4,Spring,18:40:00,1120,Evening,110.0,2030,MQ,4,3,7,9,1,1,53.0,85.0,Excessively delayed,2006-04-23
687,BOS,RDU,612.0,6,7,10,Autumn,11:00:00,660,Morning,120.0,1300,MQ,6,3,9,10,3,1,-1.0,12.0,Slightly delayed,2006-10-07
688,IAD,EWR,213.0,5,24,3,Spring,20:01:00,1201,Evening,84.0,2125,YV,4,3,7,11,2,1,45.0,44.0,Moderately delayed,2006-03-24
689,ORD,DEN,888.0,7,16,7,Summer,08:05:00,485,Morning,149.0,934,AA,11,6,17,13,1,1,-1.0,-8.0,On-time,2006-07-16
690,IAD,RDU,224.0,4,16,2,Winter,08:50:00,530,Morning,64.0,954,YV,4,3,7,10,1,1,0.0,-1.0,On-time,2006-02-16
691,SLC,DFW,988.0,4,23,11,Autumn,06:00:00,360,Morning,160.0,940,AA,4,7,11,17,1,2,-4.0,-8.0,On-time,2006-11-23
692,PBI,LGA,1035.0,6,8,7,Summer,19:45:00,1185,Evening,173.0,2238,DL,3,3,6,11,1,2,-4.0,-23.0,On-time,2006-07-08
693,PHX,SFO,651.0,4,28,12,Winter,20:26:00,1226,Evening,124.0,2130,US,3,4,7,14,1,1,91.0,92.0,Excessively delayed,2006-12-28
694,BWI,ORF,159.0,3,18,10,Autumn,14:10:00,850,Afternoon,50.0,1500,WN,4,2,6,12,2,1,0.0,-7.0,On-time,2006-10-18
695,ORD,COS,911.0,6,22,7,Summer,09:55:00,595,Morning,151.0,1126,OO,11,3,14,15,2,1,30.0,16.0,Moderately delayed,2006-07-22
696,IAH,TUL,429.0,3,8,3,Spring,19:10:00,1150,Evening,92.0,2042,XE,5,3,8,14,1,1,8.0,6.0,Slightly delayed,2006-03-08
697,MSP,GRR,408.0,1,3,7,Summer,07:05:00,425,Morning,78.0,923,NW,4,3,7,11,1,1,-5.0,-13.0,On-time,2006-07-03
698,SFO,RNO,192.0,6,3,6,Summer,08:40:00,520,Morning,54.0,934,OO,4,3,7,12,2,1,-5.0,-12.0,On-time,2006-06-03
699,SFO,PSP,421.0,1,7,8,Summer,20:37:00,1237,Evening,82.0,2159,AS,4,2,6,18,2,1,13.0,5.0,Slightly delayed,2006-08-07
700,PHL,BOS,280.0,5,9,6,Summer,09:30:00,570,Morning,90.0,1100,US,4,6,10,14,1,1,-1.0,-7.0,On-time,2006-06-09
701,LAS,SEA,866.0,1,9,1,Winter,14:08:00,848,Afternoon,158.0,1646,US,4,4,8,11,2,1,-2.0,-3.0,On-time,2006-01-09
702,TPA,PHX,1788.0,4,8,6,Summer,17:10:00,1030,Afternoon,258.0,1828,US,3,3,6,14,1,3,14.0,13.0,Slightly delayed,2006-06-08
703,MCO,FLL,178.0,5,20,1,Winter,18:10:00,1090,Evening,55.0,1905,WN,4,3,7,24,1,1,0.0,0.0,On-time,2006-01-20
704,LAX,ORD,1745.0,7,27,8,Summer,09:01:00,541,Morning,239.0,1500,AA,4,11,15,11,2,2,23.0,15.0,Slightly delayed,2006-08-27
705,STL,CLT,575.0,2,21,11,Autumn,07:51:00,471,Morning,105.0,1036,YV,4,4,8,16,1,2,-3.0,19.0,Moderately delayed,2006-11-21
706,LAX,FLL,2342.0,5,3,2,Winter,11:40:00,700,Morning,284.0,1924,DL,4,3,7,13,1,1,12.0,14.0,Slightly delayed,2006-02-03
707,LAS,ORD,1515.0,4,2,11,Autumn,23:56:00,1436,Evening,210.0,526,US,4,11,15,15,3,2,3.0,0.0,On-time,2006-11-02
708,GPT,IAH,376.0,6,26,8,Summer,17:48:00,1068,Afternoon,81.0,1909,XE,3,5,8,11,1,3,2.0,7.0,Slightly delayed,2006-08-26
709,PHX,SEA,1107.0,5,21,4,Spring,13:48:00,828,Afternoon,181.0,1649,AS,3,4,7,14,1,1,38.0,16.0,Moderately delayed,2006-04-21
710,DFW,ONT,1189.0,4,10,8,Summer,12:53:00,773,Afternoon,177.0,1350,AA,7,2,9,11,3,1,11.0,6.0,Slightly delayed,2006-08-10
711,CVG,DFW,812.0,1,6,11,Autumn,16:35:00,995,Afternoon,155.0,1810,OH,4,7,11,11,1,1,55.0,47.0,Moderately delayed,2006-11-06
712,ORD,MDT,594.0,2,19,12,Winter,07:43:00,463,Morning,106.0,1029,YV,11,1,12,11,2,1,0.0,-5.0,On-time,2006-12-19
713,BNA,MCI,491.0,4,2,11,Autumn,20:20:00,1220,Evening,95.0,2155,WN,4,3,7,15,2,1,11.0,13.0,Slightly delayed,2006-11-02
714,SJC,PHX,621.0,3,24,5,Spring,09:00:00,540,Morning,108.0,1048,US,3,3,6,10,1,2,-9.0,-6.0,On-time,2006-05-24
715,RDU,DCA,227.0,6,4,11,Autumn,10:50:00,650,Morning,55.0,1145,MQ,3,3,6,9,1,1,-4.0,-9.0,On-time,2006-11-04
716,DAY,EWR,533.0,1,20,3,Spring,06:45:00,405,Morning,105.0,830,XE,3,3,6,19,1,1,13.0,6.0,Slightly delayed,2006-03-20
717,ATL,MHT,952.0,1,30,10,Autumn,09:23:00,563,Morning,152.0,1155,EV,5,2,7,10,2,1,30.0,35.0,Moderately delayed,2006-10-30
718,SEA,IAH,1874.0,5,14,4,Spring,17:45:00,1065,Afternoon,242.0,2347,CO,4,5,9,12,1,2,22.0,11.0,Slightly delayed,2006-04-14
719,SLC,ORD,1249.0,1,27,2,Winter,16:55:00,1015,Afternoon,190.0,2105,DL,4,11,15,8,2,1,-4.0,-23.0,On-time,2006-02-27
720,SLC,DFW,988.0,4,1,6,Summer,13:15:00,795,Afternoon,155.0,1650,DL,4,7,11,13,1,3,-8.0,5.0,Slightly delayed,2006-06-01
721,LAX,DFW,1235.0,6,16,12,Winter,15:25:00,925,Afternoon,185.0,2030,AA,4,7,11,16,3,3,31.0,12.0,Slightly delayed,2006-12-16
722,JFK,LGB,2465.0,6,11,3,Spring,18:25:00,1105,Evening,385.0,2150,B6,4,5,9,12,1,1,59.0,66.0,Excessively delayed,2006-03-11
723,SJU,STT,68.0,3,7,6,Summer,13:08:00,788,Afternoon,37.0,1345,AA,2,1,3,16,1,1,-10.0,1.0,Slightly delayed,2006-06-07
724,PHX,DEN,602.0,1,5,6,Summer,08:10:00,490,Morning,100.0,1050,F9,3,6,9,9,1,1,-6.0,-5.0,On-time,2006-06-05
725,SLC,IDA,188.0,5,29,12,Winter,17:39:00,1059,Afternoon,62.0,1841,OO,4,2,6,11,1,1,103.0,98.0,Excessively delayed,2006-12-29
726,DAL,OKC,181.0,6,22,7,Summer,17:00:00,1020,Afternoon,50.0,1750,WN,3,4,7,15,1,1,0.0,-10.0,On-time,2006-07-22
727,EWR,SYR,194.0,1,22,5,Spring,08:15:00,495,Morning,68.0,923,XE,3,3,6,16,1,1,-5.0,7.0,Slightly delayed,2006-05-22
728,ATL,DCA,547.0,4,5,1,Winter,13:48:00,828,Afternoon,98.0,1526,FL,5,3,8,17,1,1,-2.0,-15.0,On-time,2006-01-05
729,CMH,MSP,627.0,2,4,7,Summer,07:00:00,420,Morning,115.0,755,NW,2,4,6,17,1,1,-3.0,6.0,Slightly delayed,2006-07-04
730,DAY,IAH,929.0,3,14,6,Summer,18:06:00,1086,Evening,165.0,1951,XE,3,5,8,11,1,1,21.0,9.0,Slightly delayed,2006-06-14
731,PHX,JFK,2153.0,3,1,11,Autumn,16:10:00,970,Afternoon,280.0,2250,US,3,4,7,11,1,1,-6.0,-25.0,On-time,2006-11-01
732,PHL,BOS,280.0,1,18,9,Autumn,16:31:00,991,Afternoon,84.0,1755,FL,4,6,10,10,1,2,6.0,40.0,Moderately delayed,2006-09-18
733,SNA,SJC,342.0,7,15,1,Winter,08:33:00,513,Morning,78.0,951,MQ,2,3,5,11,1,1,-5.0,-9.0,On-time,2006-01-15
734,DCA,BOS,399.0,3,17,5,Spring,08:45:00,525,Morning,86.0,1011,US,3,6,9,7,1,1,-5.0,-3.0,On-time,2006-05-17
735,ONT,DEN,819.0,7,19,2,Winter,10:30:00,630,Morning,131.0,1341,UA,2,6,8,12,1,1,5.0,-16.0,On-time,2006-02-19
736,JFK,IAD,228.0,5,29,9,Autumn,17:12:00,1032,Afternoon,101.0,1853,YV,4,4,8,16,1,1,119.0,78.0,Excessively delayed,2006-09-29
737,LAX,LAS,236.0,4,11,5,Spring,06:00:00,360,Morning,65.0,705,WN,4,4,8,14,1,2,0.0,6.0,Slightly delayed,2006-05-11
738,MEM,TPA,656.0,7,4,6,Summer,13:35:00,815,Afternoon,108.0,1623,NW,4,3,7,9,1,1,-10.0,6.0,Slightly delayed,2006-06-04
739,DEN,MKE,895.0,7,16,4,Spring,18:50:00,1130,Evening,135.0,2205,F9,6,5,11,11,1,1,-8.0,-10.0,On-time,2006-04-16
740,LAX,SLC,590.0,4,5,10,Autumn,06:30:00,390,Morning,111.0,921,DL,4,4,8,11,1,1,1.0,-4.0,On-time,2006-10-05
741,BDL,CVG,661.0,5,6,10,Autumn,06:10:00,370,Morning,130.0,820,OH,3,4,7,17,1,1,0.0,19.0,Moderately delayed,2006-10-06
742,SEA,OAK,671.0,3,16,8,Summer,21:52:00,1312,Evening,120.0,2352,AS,4,4,8,12,2,2,-8.0,-16.0,On-time,2006-08-16
743,ORD,PSP,1652.0,6,4,3,Spring,08:15:00,495,Morning,251.0,1026,AA,11,2,13,14,1,1,-3.0,-2.0,On-time,2006-03-04
744,ORD,EWR,719.0,2,24,10,Autumn,21:00:00,1260,Evening,131.0,11,UA,11,3,14,14,3,1,9.0,2.0,Slightly delayed,2006-10-24
745,ELP,IAH,667.0,4,7,12,Winter,09:05:00,545,Morning,116.0,1201,CO,3,5,8,15,1,3,-5.0,-11.0,On-time,2006-12-07
746,DTW,IAH,1076.0,4,19,10,Autumn,12:29:00,749,Afternoon,178.0,1427,NW,6,5,11,21,2,4,-2.0,22.0,Moderately delayed,2006-10-19
747,LGA,FLL,1076.0,6,4,3,Spring,16:15:00,975,Afternoon,190.0,1925,B6,3,3,6,14,1,2,-2.0,-32.0,On-time,2006-03-04
748,IAD,LAS,2066.0,1,22,5,Spring,08:15:00,495,Morning,296.0,1011,UA,4,4,8,16,1,1,-4.0,0.0,On-time,2006-05-22
749,PHX,LAX,370.0,7,14,5,Spring,10:40:00,640,Morning,87.0,1207,OO,3,4,7,16,1,1,-6.0,-2.0,On-time,2006-05-14
750,MDW,PVD,842.0,5,3,3,Spring,20:35:00,1235,Evening,130.0,2345,WN,5,2,7,15,1,1,-2.0,-20.0,On-time,2006-03-03
751,LAX,SMF,373.0,3,27,12,Winter,20:34:00,1234,Evening,83.0,2157,UA,4,2,6,19,3,1,-6.0,4.0,Slightly delayed,2006-12-27
752,MSP,ABQ,981.0,1,24,4,Spring,11:34:00,694,Morning,159.0,1313,NW,4,4,8,6,1,1,-3.0,1.0,Slightly delayed,2006-04-24
753,HNL,SFO,2398.0,2,31,10,Autumn,23:00:00,1380,Evening,306.0,606,NW,6,4,10,15,1,3,-4.0,-36.0,On-time,2006-10-31
754,HNL,OGG,100.0,4,12,10,Autumn,17:35:00,1055,Afternoon,35.0,1810,YV,6,2,8,11,1,1,0.0,0.0,On-time,2006-10-12
755,PHX,DFW,868.0,7,23,7,Summer,15:05:00,905,Afternoon,137.0,1922,US,3,7,10,12,1,3,60.0,65.0,Excessively delayed,2006-07-23
756,SMF,LAS,397.0,6,14,1,Winter,09:40:00,580,Morning,80.0,1100,WN,2,4,6,12,1,1,5.0,5.0,Slightly delayed,2006-01-14
757,STL,CLE,487.0,1,1,5,Spring,12:05:00,725,Afternoon,94.0,1439,XE,4,4,8,17,1,2,-2.0,-10.0,On-time,2006-05-01
758,LGA,CVG,585.0,4,15,6,Summer,13:21:00,801,Afternoon,129.0,1530,OH,3,4,7,19,2,2,14.0,-8.0,On-time,2006-06-15
759,DFW,CID,685.0,7,3,9,Autumn,09:57:00,597,Morning,117.0,1154,MQ,7,2,9,12,1,1,-4.0,-4.0,On-time,2006-09-03
760,CLE,ROC,245.0,3,1,2,Winter,15:15:00,915,Afternoon,69.0,1624,XE,4,3,7,10,2,1,-3.0,0.0,On-time,2006-02-01
761,SNA,SLC,588.0,2,10,10,Autumn,06:45:00,405,Morning,130.0,955,DL,2,4,6,14,1,1,-8.0,-19.0,On-time,2006-10-10
762,GSO,LGA,461.0,5,19,5,Spring,07:45:00,465,Morning,104.0,929,OH,3,3,6,13,1,1,-10.0,-19.0,On-time,2006-05-19
763,SNA,SEA,978.0,3,4,10,Autumn,14:00:00,840,Afternoon,161.0,1641,AS,2,4,6,12,1,1,-7.0,-23.0,On-time,2006-10-04
764,DEN,BOS,1754.0,1,27,11,Autumn,15:35:00,935,Afternoon,216.0,2111,UA,6,6,12,13,1,1,-5.0,-25.0,On-time,2006-11-27
765,AUS,HRL,273.0,3,8,3,Spring,13:50:00,830,Afternoon,60.0,1450,WN,2,3,5,14,1,1,0.0,-2.0,On-time,2006-03-08
766,MSP,MKE,297.0,4,2,11,Autumn,19:25:00,1165,Evening,74.0,2039,NW,4,5,9,15,1,1,8.0,2.0,Slightly delayed,2006-11-02
767,DFW,ABQ,569.0,6,19,8,Summer,13:37:00,817,Afternoon,101.0,1418,AA,7,4,11,12,1,1,1.0,-10.0,On-time,2006-08-19
768,BOS,CMH,640.0,1,19,6,Summer,08:35:00,515,Morning,124.0,1039,OH,6,2,8,18,1,2,-8.0,0.0,On-time,2006-06-19
769,MEM,VPS,369.0,7,1,10,Autumn,19:45:00,1185,Evening,76.0,2101,NW,4,2,6,12,1,1,-7.0,0.0,On-time,2006-10-01
770,SLC,ATL,1589.0,7,17,12,Winter,10:05:00,605,Morning,229.0,1554,DL,4,5,9,13,2,1,0.0,-12.0,On-time,2006-12-17
771,SJC,ONT,333.0,3,1,3,Spring,20:15:00,1215,Evening,65.0,2120,WN,3,2,5,14,2,1,15.0,12.0,Slightly delayed,2006-03-01
772,ORD,BOS,867.0,2,27,6,Summer,11:52:00,712,Morning,135.0,1507,AA,11,6,17,15,2,1,-1.0,-3.0,On-time,2006-06-27
773,SFO,STL,1736.0,7,12,2,Winter,07:00:00,420,Morning,227.0,1247,AA,4,4,8,10,1,1,-3.0,8.0,Slightly delayed,2006-02-12
774,DEN,SLC,391.0,6,6,5,Spring,07:30:00,450,Morning,88.0,858,DL,6,4,10,11,2,1,-5.0,-6.0,On-time,2006-05-06
775,ORF,DTW,529.0,2,11,7,Summer,09:18:00,558,Morning,112.0,1110,NW,2,6,8,19,1,1,-6.0,-1.0,On-time,2006-07-11
776,MEM,EWR,946.0,5,20,10,Autumn,17:35:00,1055,Afternoon,162.0,2117,XE,4,3,7,11,2,1,3.0,148.0,Excessively delayed,2006-10-20
777,JFK,LAS,2248.0,4,6,7,Summer,21:35:00,1295,Evening,330.0,5,B6,4,4,8,13,2,1,-4.0,6.0,Slightly delayed,2006-07-06
778,AUS,MAF,294.0,1,10,4,Spring,15:25:00,925,Afternoon,65.0,1630,WN,2,4,6,23,1,1,0.0,-4.0,On-time,2006-04-10
779,RDU,MCO,534.0,7,15,10,Autumn,08:35:00,515,Morning,100.0,1015,WN,3,4,7,10,1,1,-3.0,-15.0,On-time,2006-10-15
780,DCA,ORD,612.0,6,27,5,Spring,06:50:00,410,Morning,114.0,744,AA,3,11,14,10,1,4,2.0,20.0,Moderately delayed,2006-05-27
781,DTW,PHL,453.0,7,30,4,Spring,13:44:00,824,Afternoon,95.0,1519,NW,6,4,10,7,1,1,-5.0,9.0,Slightly delayed,2006-04-30
782,PDX,BOI,344.0,2,26,9,Autumn,16:10:00,970,Afternoon,65.0,1815,WN,3,3,6,13,1,2,-4.0,-5.0,On-time,2006-09-26
783,LAS,SNA,226.0,5,15,9,Autumn,17:20:00,1040,Afternoon,64.0,1824,US,4,2,6,14,2,1,-4.0,17.0,Moderately delayed,2006-09-15
784,OMA,MDW,423.0,2,25,4,Spring,08:35:00,515,Morning,75.0,950,WN,3,5,8,12,1,2,0.0,1.0,Slightly delayed,2006-04-25
785,DSM,ATL,743.0,2,20,6,Summer,06:05:00,365,Morning,127.0,912,EV,2,5,7,25,1,2,-5.0,6.0,Slightly delayed,2006-06-20
786,PHL,LAX,2401.0,7,6,8,Summer,09:55:00,595,Morning,347.0,1242,US,4,4,8,16,1,2,-4.0,-9.0,On-time,2006-08-06
787,MCO,PIT,834.0,7,27,8,Summer,09:05:00,545,Morning,133.0,1118,FL,4,4,8,11,1,1,-4.0,-8.0,On-time,2006-08-27
788,STL,JFK,892.0,5,10,2,Winter,13:15:00,795,Afternoon,150.0,1645,OH,4,4,8,6,1,1,-5.0,-18.0,On-time,2006-02-10
789,HNL,LIH,102.0,3,25,10,Autumn,13:35:00,815,Afternoon,39.0,1414,YV,6,2,8,15,3,2,0.0,1.0,Slightly delayed,2006-10-25
790,SFO,IAD,2419.0,1,27,3,Spring,10:15:00,615,Morning,310.0,1825,UA,4,4,8,12,2,1,2.0,-14.0,On-time,2006-03-27
791,BOS,PHL,280.0,2,13,6,Summer,14:30:00,870,Afternoon,85.0,1555,US,6,4,10,15,2,2,1.0,11.0,Slightly delayed,2006-06-13
792,ANC,FAI,261.0,3,24,5,Spring,16:46:00,1006,Afternoon,53.0,1739,AS,3,4,7,10,1,1,1.0,6.0,Slightly delayed,2006-05-24
793,AUS,LAX,1242.0,1,12,6,Summer,08:55:00,535,Morning,192.0,1007,AA,2,4,6,9,1,1,-1.0,-9.0,On-time,2006-06-12
794,MEM,BHM,211.0,5,5,5,Spring,14:40:00,880,Afternoon,57.0,1537,NW,4,2,6,14,2,1,-9.0,2.0,Slightly delayed,2006-05-05
795,MSP,DTW,528.0,5,27,1,Winter,13:15:00,795,Afternoon,111.0,1606,NW,4,6,10,10,2,1,-5.0,-15.0,On-time,2006-01-27
796,FLL,ATL,581.0,3,22,11,Autumn,10:00:00,600,Morning,109.0,1149,DL,3,5,8,15,1,5,-9.0,-12.0,On-time,2006-11-22
797,DEN,DRO,251.0,3,28,6,Summer,11:30:00,690,Morning,84.0,1254,YV,6,1,7,21,6,1,1.0,-1.0,On-time,2006-06-28
798,EWR,PHX,2133.0,2,5,9,Autumn,12:20:00,740,Afternoon,309.0,1429,CO,3,3,6,7,1,1,-4.0,-9.0,On-time,2006-09-05
799,SFO,IAD,2419.0,5,7,4,Spring,22:20:00,1340,Evening,296.0,616,UA,4,4,8,16,1,2,83.0,72.0,Excessively delayed,2006-04-07
800,SLC,JAC,205.0,2,28,2,Winter,09:47:00,587,Morning,65.0,1052,EV,4,1,5,14,1,1,5.0,-5.0,On-time,2006-02-28
801,LAS,ORD,1515.0,3,8,2,Winter,12:07:00,727,Afternoon,227.0,1754,AA,4,11,15,16,1,3,7.0,65.0,Excessively delayed,2006-02-08
802,ORD,SNA,1726.0,1,6,11,Autumn,19:05:00,1145,Evening,260.0,2125,AA,11,2,13,11,2,1,24.0,4.0,Slightly delayed,2006-11-06
803,MEM,LGA,963.0,7,15,10,Autumn,18:35:00,1115,Evening,155.0,2210,NW,4,3,7,10,1,1,-3.0,20.0,Moderately delayed,2006-10-15
804,RSW,DTW,1085.0,3,15,2,Winter,15:28:00,928,Afternoon,180.0,1828,NW,1,6,7,11,1,1,-3.0,-8.0,On-time,2006-02-15
805,TYS,ORD,475.0,2,15,8,Summer,19:24:00,1164,Evening,111.0,2015,OO,2,11,13,8,1,2,-7.0,3.0,Slightly delayed,2006-08-15
806,SAN,JFK,2446.0,7,2,4,Spring,22:10:00,1330,Evening,300.0,610,B6,1,4,5,14,1,2,-3.0,0.0,On-time,2006-04-02
807,ATL,EWR,745.0,1,11,9,Autumn,14:59:00,899,Afternoon,137.0,1716,FL,5,3,8,14,5,1,165.0,209.0,Excessively delayed,2006-09-11
808,ATL,LGA,761.0,7,12,3,Spring,18:30:00,1110,Evening,150.0,2100,DL,5,3,8,9,1,1,11.0,6.0,Slightly delayed,2006-03-12
