,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date
2600,DCA,ATL,547.0,7,7,5,Spring,12:05:00,725,Afternoon,108.0,1353,DL,3,5,8,11,1,1,32.0,43.0,Moderately delayed,2006-05-07
2601,SEA,DFW,1660.0,7,13,8,Summer,08:20:00,500,Morning,229.0,1409,AA,4,7,11,14,1,1,63.0,49.0,Moderately delayed,2006-08-13
2602,CLT,SYR,603.0,4,15,6,Summer,19:50:00,1190,Evening,112.0,2142,US,4,3,7,19,1,1,-4.0,11.0,Slightly delayed,2006-06-15
2603,DFW,SJT,228.0,5,21,7,Summer,16:20:00,980,Afternoon,61.0,1721,MQ,7,3,10,14,3,1,-1.0,-8.0,On-time,2006-07-21
2604,SEA,OAK,671.0,3,8,2,Winter,10:45:00,645,Morning,124.0,1249,AS,4,4,8,16,2,1,-10.0,-11.0,On-time,2006-02-08
2605,SFO,ACV,250.0,2,26,12,Winter,06:00:00,360,Morning,78.0,718,OO,4,2,6,16,1,1,-2.0,0.0,On-time,2006-12-26
2606,ORD,STL,258.0,5,29,9,Autumn,14:45:00,885,Afternoon,75.0,1600,UA,11,4,15,16,2,1,-3.0,-10.0,On-time,2006-09-29
2607,RDU,CLT,130.0,7,24,9,Autumn,14:10:00,850,Afternoon,54.0,1504,US,3,4,7,6,2,1,-2.0,-18.0,On-time,2006-09-24
2608,DFW,EWR,1372.0,2,16,5,Spring,13:00:00,780,Afternoon,209.0,1729,AA,7,3,10,10,3,1,0.0,35.0,Moderately delayed,2006-05-16
2609,IAH,SAT,191.0,5,27,10,Autumn,12:00:00,720,Afternoon,64.0,1304,CO,5,3,8,7,2,1,3.0,12.0,Slightly delayed,2006-10-27
2610,SEA,MSP,1399.0,4,6,7,Summer,07:00:00,420,Morning,192.0,1212,NW,4,4,8,13,1,1,-1.0,1.0,Slightly delayed,2006-07-06
2611,HNL,OGG,100.0,3,19,7,Summer,17:00:00,1020,Afternoon,37.0,1737,HA,6,2,8,16,2,2,-3.0,3.0,Slightly delayed,2006-07-19
2612,TPA,ATL,406.0,2,28,2,Winter,12:38:00,758,Afternoon,98.0,1416,DL,3,5,8,14,1,2,0.0,-10.0,On-time,2006-02-28
2613,IAH,BOS,1597.0,6,9,12,Winter,07:55:00,475,Morning,224.0,1239,CO,5,6,11,13,1,2,-2.0,-3.0,On-time,2006-12-09
2614,SLC,LAX,590.0,5,14,7,Summer,16:51:00,1011,Afternoon,112.0,1743,OO,4,4,8,20,1,1,8.0,4.0,Slightly delayed,2006-07-14
2615,SNA,OAK,371.0,1,2,10,Autumn,09:05:00,545,Morning,80.0,1025,WN,2,4,6,11,1,1,-4.0,-11.0,On-time,2006-10-02
2616,CVG,JAN,555.0,3,8,3,Spring,18:50:00,1130,Evening,110.0,1940,OH,4,2,6,14,2,1,-1.0,-5.0,On-time,2006-03-08
2617,BWI,JFK,184.0,1,30,1,Winter,12:00:00,720,Afternoon,70.0,1310,OH,4,4,8,18,1,2,45.0,42.0,Moderately delayed,2006-01-30
2618,SNA,OAK,371.0,1,27,2,Winter,18:00:00,1080,Evening,80.0,1920,WN,2,4,6,8,1,1,16.0,39.0,Moderately delayed,2006-02-27
2619,LGA,DCA,214.0,3,6,9,Autumn,07:00:00,420,Morning,64.0,804,US,3,3,6,13,3,2,-8.0,4.0,Slightly delayed,2006-09-06
2620,SAT,HRL,233.0,2,10,10,Autumn,18:10:00,1090,Evening,50.0,1900,WN,3,3,6,14,1,1,2.0,3.0,Slightly delayed,2006-10-10
2621,EWR,ORD,719.0,4,6,4,Spring,09:15:00,555,Morning,156.0,1051,UA,3,11,14,16,2,3,-5.0,-8.0,On-time,2006-04-06
2622,PIT,ORD,412.0,3,4,10,Autumn,10:05:00,605,Morning,90.0,1035,MQ,4,11,15,12,1,1,87.0,154.0,Excessively delayed,2006-10-04
2623,DFW,XNA,281.0,4,29,6,Summer,06:44:00,404,Morning,70.0,754,MQ,7,2,9,13,1,1,8.0,9.0,Slightly delayed,2006-06-29
2624,LIT,IAH,374.0,4,8,6,Summer,12:18:00,738,Afternoon,86.0,1344,XE,3,5,8,14,1,2,-10.0,-16.0,On-time,2006-06-08
2625,CLE,GRR,214.0,7,19,3,Spring,18:45:00,1125,Evening,63.0,1948,XE,4,3,7,14,1,2,0.0,2.0,Slightly delayed,2006-03-19
2626,TUL,ATL,674.0,4,21,9,Autumn,06:15:00,375,Morning,123.0,918,EV,3,5,8,14,1,1,0.0,-16.0,On-time,2006-09-21
2627,PHL,BUF,279.0,2,7,3,Spring,07:25:00,445,Morning,80.0,845,YV,4,2,6,13,1,1,20.0,30.0,Moderately delayed,2006-03-07
2628,MCO,ORD,1005.0,6,1,4,Spring,06:43:00,403,Morning,182.0,845,AA,4,11,15,14,2,4,151.0,145.0,Excessively delayed,2006-04-01
2629,RNO,SEA,564.0,1,7,8,Summer,13:00:00,780,Afternoon,100.0,1440,WN,3,4,7,18,1,2,6.0,-8.0,On-time,2006-08-07
2630,CLT,ATL,227.0,2,22,8,Summer,07:30:00,450,Morning,79.0,849,DL,4,5,9,20,1,4,0.0,4.0,Slightly delayed,2006-08-22
2631,IAD,ORF,157.0,5,1,9,Autumn,14:36:00,876,Afternoon,60.0,1536,YV,4,2,6,15,1,1,57.0,58.0,Moderately delayed,2006-09-01
2632,CLT,JAX,329.0,1,23,10,Autumn,11:30:00,690,Morning,81.0,1251,US,4,2,6,15,3,1,-4.0,3.0,Slightly delayed,2006-10-23
2633,GSP,ORD,577.0,6,11,2,Winter,17:51:00,1071,Afternoon,129.0,1900,MQ,1,11,12,11,1,2,59.0,78.0,Excessively delayed,2006-02-11
2634,PNS,DFW,604.0,3,22,3,Spring,13:00:00,780,Afternoon,123.0,1503,MQ,2,7,9,11,1,4,1.0,-13.0,On-time,2006-03-22
2635,IAH,OAK,1628.0,6,21,10,Autumn,09:00:00,540,Morning,247.0,1107,CO,5,4,9,11,1,1,1.0,12.0,Slightly delayed,2006-10-21
2636,LAS,ATL,1747.0,1,30,1,Winter,22:30:00,1350,Evening,217.0,507,DL,4,5,9,18,1,3,-3.0,-7.0,On-time,2006-01-30
2637,TUL,IAH,429.0,4,4,5,Spring,09:30:00,570,Morning,94.0,1104,XE,3,5,8,16,1,1,1.0,21.0,Moderately delayed,2006-05-04
2638,BDL,MCO,1050.0,1,27,3,Spring,15:40:00,940,Afternoon,186.0,1846,DL,3,4,7,12,1,2,-4.0,-28.0,On-time,2006-03-27
2639,ATL,ISP,795.0,3,4,1,Winter,15:15:00,915,Afternoon,134.0,1729,EV,5,4,9,9,2,1,-2.0,2.0,Slightly delayed,2006-01-04
2640,SLC,HLN,402.0,5,16,6,Summer,13:02:00,782,Afternoon,78.0,1420,OO,4,3,7,13,1,1,5.0,10.0,Slightly delayed,2006-06-16
2641,OAK,SLC,588.0,6,29,7,Summer,18:18:00,1098,Evening,99.0,2057,OO,4,4,8,10,2,2,2.0,7.0,Slightly delayed,2006-07-29
2642,SFO,ACV,250.0,2,12,9,Autumn,08:00:00,480,Morning,77.0,917,OO,4,2,6,14,1,1,28.0,37.0,Moderately delayed,2006-09-12
2643,ORD,MLI,139.0,5,20,1,Winter,08:24:00,504,Morning,53.0,917,MQ,11,3,14,24,4,1,-5.0,-12.0,On-time,2006-01-20
2644,BWI,MHT,377.0,6,9,9,Autumn,20:30:00,1230,Evening,80.0,2150,WN,4,2,6,12,1,2,40.0,25.0,Moderately delayed,2006-09-09
2645,LAS,IAH,1222.0,2,30,5,Spring,22:58:00,1378,Evening,182.0,400,YV,4,5,9,11,1,1,0.0,18.0,Moderately delayed,2006-05-30
2646,LAX,SFO,337.0,2,21,11,Autumn,20:19:00,1219,Evening,81.0,2140,UA,4,4,8,16,2,1,53.0,42.0,Moderately delayed,2006-11-21
2647,DFW,BUR,1231.0,7,2,7,Summer,12:22:00,742,Afternoon,189.0,1331,AA,7,2,9,10,2,1,-7.0,-14.0,On-time,2006-07-02
2648,LGA,RDU,431.0,7,2,4,Spring,21:00:00,1260,Evening,95.0,2235,MQ,3,3,6,14,1,1,-7.0,-9.0,On-time,2006-04-02
2649,OAK,MCI,1489.0,4,20,7,Summer,06:50:00,410,Morning,200.0,1210,WN,4,3,7,13,1,1,-1.0,9.0,Slightly delayed,2006-07-20
2650,DFW,DAY,861.0,5,23,6,Summer,19:26:00,1166,Evening,135.0,2241,AA,7,3,10,15,1,1,131.0,105.0,Excessively delayed,2006-06-23
2651,GRR,DFW,931.0,7,19,3,Spring,11:48:00,708,Morning,164.0,1332,MQ,3,7,10,14,2,1,51.0,102.0,Excessively delayed,2006-03-19
2652,DEN,PSP,776.0,6,18,11,Autumn,11:57:00,717,Morning,128.0,1305,OO,6,2,8,9,1,1,-1.0,0.0,On-time,2006-11-18
2653,LGA,ORD,733.0,3,20,9,Autumn,18:10:00,1090,Evening,155.0,1945,AA,3,11,14,13,1,2,-5.0,-10.0,On-time,2006-09-20
2654,ATL,PIT,526.0,2,19,12,Winter,08:26:00,506,Morning,101.0,1007,EV,5,4,9,11,1,1,9.0,10.0,Slightly delayed,2006-12-19
2655,DFW,RDU,1062.0,5,28,7,Summer,10:48:00,648,Morning,159.0,1427,AA,7,3,10,13,4,1,-1.0,-8.0,On-time,2006-07-28
2656,LIT,ATL,453.0,1,23,1,Winter,05:30:00,330,Night,84.0,754,DL,3,5,8,8,1,1,-2.0,-4.0,On-time,2006-01-23
2657,ORD,CLE,316.0,6,30,9,Autumn,07:00:00,420,Morning,69.0,909,OO,11,4,15,13,3,2,-3.0,-10.0,On-time,2006-09-30
2658,STL,CVG,307.0,1,30,1,Winter,11:00:00,660,Morning,73.0,1313,OH,4,4,8,18,2,1,-9.0,-16.0,On-time,2006-01-30
2659,DSM,DEN,589.0,1,30,1,Winter,18:35:00,1115,Evening,109.0,1924,OO,2,6,8,18,1,3,-2.0,-3.0,On-time,2006-01-30
2660,PVD,BWI,328.0,7,3,12,Winter,15:40:00,940,Afternoon,80.0,1700,WN,2,4,6,7,2,1,-2.0,-4.0,On-time,2006-12-03
2661,DEN,ABQ,349.0,4,7,12,Winter,11:15:00,675,Morning,74.0,1229,UA,6,4,10,15,2,1,-7.0,-20.0,On-time,2006-12-07
2662,DFW,CLE,1021.0,5,28,7,Summer,08:35:00,515,Morning,152.0,1207,MQ,7,4,11,13,4,1,30.0,45.0,Moderately delayed,2006-07-28
2663,MCI,LAX,1363.0,7,12,2,Winter,16:40:00,1000,Afternoon,215.0,1815,WN,3,4,7,10,1,2,5.0,0.0,On-time,2006-02-12
2664,MSP,SAT,1097.0,7,29,10,Autumn,19:25:00,1165,Evening,173.0,2218,NW,4,3,7,20,1,1,14.0,12.0,Slightly delayed,2006-10-29
2665,BUF,CVG,410.0,3,26,7,Summer,06:00:00,360,Morning,89.0,729,OH,2,4,6,9,1,1,-5.0,-2.0,On-time,2006-07-26
2666,FLL,ATL,581.0,2,10,1,Winter,18:44:00,1124,Evening,130.0,2054,DL,3,5,8,9,1,2,-2.0,-15.0,On-time,2006-01-10
2667,BOS,CLE,563.0,6,2,12,Winter,06:00:00,360,Morning,124.0,804,CO,6,4,10,14,1,1,128.0,126.0,Excessively delayed,2006-12-02
2668,EWR,IAH,1400.0,7,23,4,Spring,10:45:00,645,Morning,225.0,1330,CO,3,5,8,9,1,1,208.0,210.0,Excessively delayed,2006-04-23
2669,FLL,TPA,197.0,4,9,3,Spring,13:00:00,780,Afternoon,65.0,1405,WN,3,3,6,18,1,1,13.0,5.0,Slightly delayed,2006-03-09
2670,ONT,SMF,389.0,3,16,8,Summer,07:05:00,425,Morning,75.0,820,WN,2,2,4,12,1,1,1.0,14.0,Slightly delayed,2006-08-16
2671,ABQ,DFW,569.0,4,14,12,Winter,10:50:00,650,Morning,100.0,1330,AA,4,7,11,6,1,1,-3.0,-11.0,On-time,2006-12-14
2672,LGB,JFK,2465.0,3,31,5,Spring,10:30:00,630,Morning,325.0,1855,B6,5,4,9,9,1,1,2.0,5.0,Slightly delayed,2006-05-31
2673,ISP,MDW,765.0,1,21,8,Summer,19:20:00,1160,Evening,130.0,2030,WN,4,5,9,16,1,1,8.0,12.0,Slightly delayed,2006-08-21
2674,MCO,LAX,2217.0,4,26,10,Autumn,07:05:00,425,Morning,312.0,917,UA,4,4,8,18,1,2,-5.0,30.0,Moderately delayed,2006-10-26
2675,LAS,PHX,256.0,4,6,4,Spring,21:05:00,1265,Evening,60.0,2205,WN,4,3,7,16,1,2,0.0,-5.0,On-time,2006-04-06
2676,LGA,ORD,733.0,2,22,8,Summer,09:50:00,590,Morning,140.0,1110,UA,3,11,14,20,1,1,-3.0,26.0,Moderately delayed,2006-08-22
2677,OAK,SAN,446.0,1,31,7,Summer,16:00:00,960,Afternoon,85.0,1725,WN,4,1,5,12,1,1,2.0,-2.0,On-time,2006-07-31
2678,SJC,LAX,308.0,3,22,2,Winter,20:10:00,1210,Evening,80.0,2130,OO,3,4,7,20,1,5,2.0,2.0,Slightly delayed,2006-02-22
2679,SAN,OAK,446.0,1,25,12,Winter,07:45:00,465,Morning,90.0,915,WN,1,4,5,18,1,1,1.0,-9.0,On-time,2006-12-25
2680,BUF,ATL,712.0,3,15,3,Spring,14:23:00,863,Afternoon,143.0,1646,DL,2,5,7,6,1,1,10.0,-25.0,On-time,2006-03-15
2681,MDW,ATL,590.0,7,6,8,Summer,14:20:00,860,Afternoon,119.0,1719,EV,5,5,10,16,2,3,0.0,36.0,Moderately delayed,2006-08-06
2682,DTW,IND,231.0,1,2,1,Winter,13:30:00,810,Afternoon,73.0,1443,NW,6,3,9,12,2,1,35.0,73.0,Excessively delayed,2006-01-02
2683,LAS,MCO,2039.0,4,16,11,Autumn,23:10:00,1390,Evening,257.0,627,DL,4,4,8,14,2,1,-4.0,-16.0,On-time,2006-11-16
2684,DEN,TUL,541.0,7,3,12,Winter,18:35:00,1115,Evening,90.0,2105,OO,6,3,9,7,1,1,6.0,13.0,Slightly delayed,2006-12-03
2685,DEN,DFW,641.0,5,17,11,Autumn,07:00:00,420,Morning,110.0,950,F9,6,7,13,18,2,2,-2.0,-16.0,On-time,2006-11-17
2686,SLC,PHX,507.0,3,25,10,Autumn,17:20:00,1040,Afternoon,100.0,1800,WN,4,3,7,15,2,1,3.0,10.0,Slightly delayed,2006-10-25
2687,OAK,SNA,371.0,1,19,6,Summer,17:35:00,1055,Afternoon,80.0,1855,WN,4,2,6,18,3,2,8.0,2.0,Slightly delayed,2006-06-19
2688,DEN,MCI,533.0,6,1,7,Summer,15:50:00,950,Afternoon,90.0,1820,UA,6,3,9,8,2,1,63.0,85.0,Excessively delayed,2006-07-01
2689,DFW,MCI,460.0,1,10,4,Spring,07:00:00,420,Morning,85.0,825,AA,7,3,10,23,2,2,-5.0,-5.0,On-time,2006-04-10
2690,ATL,FLL,581.0,3,17,5,Spring,13:04:00,784,Afternoon,106.0,1450,DL,5,3,8,7,2,1,-3.0,1.0,Slightly delayed,2006-05-17
2691,CVG,SLC,1449.0,7,3,9,Autumn,18:00:00,1080,Evening,221.0,1941,DL,4,4,8,12,1,1,-1.0,-6.0,On-time,2006-09-03
2692,ORD,FSD,462.0,6,3,6,Summer,10:05:00,605,Morning,95.0,1140,OO,11,3,14,12,4,1,247.0,230.0,Excessively delayed,2006-06-03
2693,SLC,PIH,150.0,5,18,8,Summer,11:05:00,665,Morning,58.0,1203,OO,4,2,6,10,2,1,10.0,11.0,Slightly delayed,2006-08-18
2694,BWI,ISP,220.0,1,23,1,Winter,07:55:00,475,Morning,60.0,855,WN,4,4,8,8,1,1,0.0,-5.0,On-time,2006-01-23
2695,LGA,ORD,733.0,1,23,10,Autumn,10:25:00,625,Morning,145.0,1150,AA,3,11,14,15,1,3,10.0,3.0,Slightly delayed,2006-10-23
2696,FLL,LGA,1076.0,1,29,5,Spring,18:00:00,1080,Evening,180.0,2100,B6,3,3,6,18,1,1,-7.0,-1.0,On-time,2006-05-29
2697,DFW,ATL,732.0,3,5,7,Summer,20:55:00,1255,Evening,123.0,2358,AA,7,5,12,13,2,3,64.0,57.0,Moderately delayed,2006-07-05
2698,MCI,ORD,403.0,5,17,2,Winter,18:10:00,1090,Evening,90.0,1940,OO,3,11,14,17,2,4,37.0,45.0,Moderately delayed,2006-02-17
2699,DCA,FLL,899.0,7,1,10,Autumn,07:30:00,450,Morning,143.0,953,US,3,3,6,12,1,1,-4.0,-12.0,On-time,2006-10-01
2700,ORF,ORD,717.0,6,29,7,Summer,09:39:00,579,Morning,137.0,1056,OO,2,11,13,10,1,2,-1.0,-2.0,On-time,2006-07-29
2701,PHL,MCO,861.0,6,12,8,Summer,13:45:00,825,Afternoon,145.0,1610,US,4,4,8,12,1,2,22.0,13.0,Slightly delayed,2006-08-12
2702,DFW,MCO,984.0,4,25,5,Spring,16:34:00,994,Afternoon,148.0,2002,AA,7,4,11,10,2,2,13.0,9.0,Slightly delayed,2006-05-25
2703,ATL,PIT,526.0,7,21,5,Spring,13:00:00,780,Afternoon,102.0,1442,DL,5,4,9,16,3,1,-5.0,1.0,Slightly delayed,2006-05-21
2704,DEN,LAX,862.0,5,16,6,Summer,08:30:00,510,Morning,145.0,955,F9,6,4,10,13,3,2,-4.0,-20.0,On-time,2006-06-16
2705,MDW,DCA,601.0,1,27,11,Autumn,19:55:00,1195,Evening,101.0,2236,TZ,5,3,8,13,1,3,1.0,5.0,Slightly delayed,2006-11-27
2706,DCA,CLT,331.0,2,19,9,Autumn,06:00:00,360,Morning,77.0,717,US,3,4,7,13,1,1,8.0,-4.0,On-time,2006-09-19
2707,SAT,DAL,248.0,4,12,1,Winter,09:20:00,560,Morning,55.0,1015,WN,3,3,6,11,1,1,0.0,-5.0,On-time,2006-01-12
2708,DEN,ONT,819.0,5,12,5,Spring,06:30:00,390,Morning,131.0,741,UA,6,2,8,12,1,1,-2.0,2.0,Slightly delayed,2006-05-12
2709,MDW,SLC,1258.0,6,26,8,Summer,17:40:00,1060,Afternoon,200.0,2000,WN,5,4,9,11,1,1,18.0,18.0,Moderately delayed,2006-08-26
2710,ATL,PHL,665.0,3,1,3,Spring,15:17:00,917,Afternoon,118.0,1715,FL,5,4,9,14,1,1,-5.0,-4.0,On-time,2006-03-01
2711,OAK,LAX,337.0,7,13,8,Summer,12:00:00,720,Afternoon,75.0,1315,WN,4,4,8,14,2,2,1.0,-2.0,On-time,2006-08-13
2712,MCO,RIC,667.0,1,26,6,Summer,15:15:00,915,Afternoon,110.0,1705,FL,4,3,7,15,2,1,108.0,109.0,Excessively delayed,2006-06-26
2713,MCI,CVG,539.0,6,14,1,Winter,09:15:00,555,Morning,99.0,1154,OH,3,4,7,12,1,1,0.0,3.0,Slightly delayed,2006-01-14
2714,MSP,HDN,774.0,5,3,2,Winter,11:37:00,697,Morning,145.0,1302,NW,4,1,5,13,3,1,-8.0,-23.0,On-time,2006-02-03
2715,DFW,MSP,852.0,7,26,3,Spring,10:41:00,641,Morning,137.0,1258,AA,7,4,11,9,2,1,-3.0,11.0,Slightly delayed,2006-03-26
2716,OKC,HOU,419.0,2,31,1,Winter,07:00:00,420,Morning,80.0,820,WN,4,4,8,16,1,1,-2.0,-8.0,On-time,2006-01-31
2717,ATL,TLH,223.0,6,8,4,Spring,22:55:00,1375,Evening,62.0,2357,DL,5,2,7,13,2,1,-6.0,-12.0,On-time,2006-04-08
2718,LGA,BOS,185.0,7,30,7,Summer,19:35:00,1175,Evening,70.0,2045,MQ,3,6,9,17,1,1,-1.0,6.0,Slightly delayed,2006-07-30
2719,SNA,SEA,978.0,7,8,1,Winter,09:00:00,540,Morning,169.0,1149,AS,2,4,6,11,1,1,-12.0,-20.0,On-time,2006-01-08
2720,MEM,BTR,319.0,1,22,5,Spring,19:40:00,1180,Evening,67.0,2047,NW,4,3,7,16,1,1,-4.0,8.0,Slightly delayed,2006-05-22
2721,CVG,TOL,181.0,1,12,6,Summer,08:45:00,525,Morning,53.0,938,OH,4,2,6,9,1,1,0.0,-8.0,On-time,2006-06-12
2722,SNA,SFO,372.0,5,24,3,Spring,11:34:00,694,Morning,84.0,1258,MQ,2,4,6,11,1,1,28.0,57.0,Moderately delayed,2006-03-24
2723,SMF,PHX,647.0,7,20,8,Summer,13:05:00,785,Afternoon,110.0,1455,WN,2,3,5,15,1,1,-3.0,-13.0,On-time,2006-08-20
2724,EWR,LAX,2454.0,7,27,8,Summer,08:40:00,520,Morning,352.0,1132,CO,3,4,7,11,1,2,3.0,8.0,Slightly delayed,2006-08-27
2725,BHM,DFW,597.0,7,1,1,Winter,06:23:00,383,Morning,124.0,827,AA,2,7,9,13,1,2,0.0,-9.0,On-time,2006-01-01
2726,SFO,SLC,599.0,5,23,6,Summer,16:55:00,1015,Afternoon,103.0,1938,DL,4,4,8,15,1,1,-6.0,-4.0,On-time,2006-06-23
2727,ICT,ORD,588.0,5,21,4,Spring,10:38:00,638,Morning,112.0,1230,OO,3,11,14,14,1,2,-7.0,-3.0,On-time,2006-04-21
2728,CLT,LGA,544.0,2,25,7,Summer,14:15:00,855,Afternoon,104.0,1559,US,4,3,7,14,2,1,-2.0,5.0,Slightly delayed,2006-07-25
2729,PIT,SFO,2254.0,2,25,7,Summer,18:15:00,1095,Evening,312.0,2027,US,4,4,8,14,1,1,1.0,-4.0,On-time,2006-07-25
2730,ORD,DEN,888.0,5,23,6,Summer,22:26:00,1346,Evening,144.0,2350,UA,11,6,17,15,3,1,16.0,10.0,Slightly delayed,2006-06-23
2731,LAX,SAN,109.0,1,2,10,Autumn,19:30:00,1170,Evening,60.0,2030,MQ,4,1,5,11,1,1,-4.0,-1.0,On-time,2006-10-02
2732,DEN,GEG,836.0,6,24,6,Summer,11:25:00,685,Morning,135.0,1240,UA,6,2,8,16,1,1,-2.0,0.0,On-time,2006-06-24
2733,PHL,TPA,920.0,4,16,2,Winter,20:00:00,1200,Evening,170.0,2250,WN,4,3,7,10,3,1,100.0,75.0,Excessively delayed,2006-02-16
2734,BWI,BDL,283.0,4,6,4,Spring,11:05:00,665,Morning,65.0,1210,WN,4,3,7,16,1,1,-5.0,-12.0,On-time,2006-04-06
2735,MSN,ORD,109.0,2,30,5,Spring,15:52:00,952,Afternoon,47.0,1639,MQ,3,11,14,11,1,4,16.0,92.0,Excessively delayed,2006-05-30
2736,LGA,IAH,1416.0,2,20,6,Summer,20:15:00,1215,Evening,221.0,2256,CO,3,5,8,25,3,2,-5.0,-5.0,On-time,2006-06-20
2737,ORD,PHL,678.0,5,7,4,Spring,13:02:00,782,Afternoon,118.0,1600,AA,11,4,15,16,2,1,74.0,75.0,Excessively delayed,2006-04-07
2738,MCO,PVD,1073.0,2,21,3,Spring,07:15:00,435,Morning,160.0,955,WN,4,2,6,11,1,1,-5.0,-15.0,On-time,2006-03-21
2739,PHX,PDX,1009.0,6,7,10,Autumn,19:17:00,1157,Evening,161.0,2158,US,3,3,6,10,1,1,19.0,11.0,Slightly delayed,2006-10-07
2740,DCA,BOS,399.0,4,30,3,Spring,08:45:00,525,Morning,85.0,1010,US,3,6,9,12,1,1,-7.0,-5.0,On-time,2006-03-30
2741,SJC,SNA,342.0,4,1,6,Summer,16:45:00,1005,Afternoon,80.0,1805,MQ,3,2,5,13,1,1,-2.0,-5.0,On-time,2006-06-01
2742,ATL,BDL,859.0,6,14,1,Winter,21:40:00,1300,Evening,141.0,1,DL,5,3,8,12,2,1,-4.0,16.0,Moderately delayed,2006-01-14
2743,BOS,BUF,396.0,5,14,7,Summer,16:20:00,980,Afternoon,95.0,1755,B6,6,2,8,20,3,2,2.0,3.0,Slightly delayed,2006-07-14
2744,GRR,ORD,137.0,4,23,2,Winter,08:03:00,483,Morning,57.0,800,UA,3,11,14,12,1,3,-2.0,-14.0,On-time,2006-02-23
2745,EWR,CVG,569.0,2,21,3,Spring,18:40:00,1120,Evening,139.0,2059,XE,3,4,7,11,1,1,91.0,74.0,Excessively delayed,2006-03-21
2746,MIA,EWR,1086.0,2,10,10,Autumn,12:00:00,720,Afternoon,181.0,1501,CO,4,3,7,14,2,1,-7.0,-1.0,On-time,2006-10-10
2747,HOU,STL,687.0,5,3,11,Autumn,11:05:00,665,Morning,115.0,1300,WN,4,4,8,13,1,1,0.0,-2.0,On-time,2006-11-03
2748,LAS,PSP,173.0,4,19,10,Autumn,23:59:00,1439,Evening,75.0,114,YV,4,2,6,21,3,1,-9.0,-9.0,On-time,2006-10-19
2749,GSO,IAH,986.0,2,15,8,Summer,11:50:00,710,Morning,163.0,1333,XE,3,5,8,8,1,1,-8.0,-2.0,On-time,2006-08-15
2750,IAH,DFW,224.0,7,1,1,Winter,15:41:00,941,Afternoon,74.0,1655,AA,5,7,12,13,1,2,21.0,24.0,Moderately delayed,2006-01-01
2751,DFW,SAT,247.0,5,22,12,Winter,19:45:00,1185,Evening,65.0,2050,AA,7,3,10,16,1,2,105.0,100.0,Excessively delayed,2006-12-22
2752,MSY,DCA,969.0,3,14,6,Summer,11:00:00,660,Morning,148.0,1428,OH,3,3,6,11,1,1,-5.0,4.0,Slightly delayed,2006-06-14
2753,MEM,RSW,763.0,7,1,1,Winter,09:40:00,580,Morning,113.0,1233,NW,4,1,5,13,1,1,-5.0,2.0,Slightly delayed,2006-01-01
2754,PDX,DEN,992.0,5,2,6,Summer,09:10:00,550,Morning,148.0,1238,UA,3,6,9,9,1,1,-7.0,-14.0,On-time,2006-06-02
2755,RDU,DCA,227.0,2,4,4,Spring,08:30:00,510,Morning,59.0,929,MQ,3,3,6,10,1,2,36.0,28.0,Moderately delayed,2006-04-04
2756,ATL,IAD,533.0,7,19,3,Spring,18:04:00,1084,Evening,115.0,1959,FL,5,4,9,14,4,1,31.0,25.0,Moderately delayed,2006-03-19
2757,SNA,SJC,342.0,2,7,3,Spring,18:20:00,1100,Evening,76.0,1936,AA,2,3,5,13,1,1,-5.0,-5.0,On-time,2006-03-07
2758,MHT,PHL,290.0,7,23,7,Summer,19:05:00,1145,Evening,85.0,2030,WN,2,4,6,12,1,1,91.0,80.0,Excessively delayed,2006-07-23
2759,OGG,HNL,100.0,3,19,7,Summer,21:10:00,1270,Evening,34.0,2144,HA,2,6,8,16,2,2,-3.0,-9.0,On-time,2006-07-19
2760,CLT,RSW,600.0,3,29,11,Autumn,14:05:00,845,Afternoon,108.0,1553,US,4,1,5,10,2,1,-1.0,-1.0,On-time,2006-11-29
2761,STL,ATL,483.0,6,30,9,Autumn,15:04:00,904,Afternoon,101.0,1745,DL,4,5,9,13,1,1,-8.0,-1.0,On-time,2006-09-30
2762,TUS,LAX,451.0,6,6,5,Spring,05:50:00,350,Night,90.0,720,OO,3,4,7,11,1,1,-6.0,-18.0,On-time,2006-05-06
2763,PBI,IAH,956.0,2,21,2,Winter,06:55:00,415,Morning,160.0,835,CO,3,5,8,20,1,4,-5.0,0.0,On-time,2006-02-21
2764,EWR,ROC,246.0,5,22,9,Autumn,16:35:00,995,Afternoon,78.0,1753,XE,3,3,6,13,1,1,-5.0,5.0,Slightly delayed,2006-09-22
2765,JFK,BUF,301.0,5,21,4,Spring,07:00:00,420,Morning,80.0,820,B6,4,2,6,14,1,1,-4.0,-13.0,On-time,2006-04-21
2766,CLT,DEN,1337.0,5,16,6,Summer,17:11:00,1031,Afternoon,219.0,1850,UA,4,6,10,13,1,3,33.0,74.0,Excessively delayed,2006-06-16
2767,MCO,MIA,193.0,7,14,5,Spring,17:50:00,1070,Afternoon,64.0,1854,AA,4,4,8,16,1,1,50.0,70.0,Excessively delayed,2006-05-14
